Nome,Área,Endereço,Núm. unidades,Vacância,Inadimplência,Share sobre receita,Ticker,Ano,Área (m²)
"FAZ. SÃO MARTINHO 1, 2, 3 e 4 - MT","33.740.000,00 m2",Zona rural de Sorriso/MT,1.0,0.0,0.0,0.0724,RZTR11,2023,33740000.0
FAZ. STO ANTÔNIO DO OURO - BA,"72.230.000,00 m2",Zona rural de Formosa do Rio Preto/BA,1.0,0.0,0.0,0.0579,RZTR11,2023,72230000.0
FAZ. PORANGA II - MT,"25.220.000,00 m2",Zona rural de Sorriso/MT,1.0,0.0,0.0,0.056299999999999996,RZTR11,2023,25220000.0
FAZ. CRISTALINA - MT,"13.630.000,00 m2",Zona rural de Campo Verde/MT,1.0,0.0,0.0,0.045899999999999996,RZTR11,2023,13630000.0
FAZ. VALE DO RIO CELESTE - MT,"20.840.000,00 m2",Zona rural de Nova Ubiratã/MT,1.0,0.0,0.0,0.0447,RZTR11,2023,20840000.0
FAZ. BURITI - MT,"33.540.000,00 m2",Zona rural de São Jose do Xingú/MT,1.0,0.0,0.0,0.0384,RZTR11,2023,33540000.0
FAZ. RIO BONITO - MT,"49.029.791,00 m2",Zona rural de Canarana/MT,1.0,0.0,0.0,0.0379,RZTR11,2023,49029791.0
FAZ. BONITO - GO,"16.472.800,00 m2",Zona rural de Serranópolis/GO,1.0,0.0,0.0,0.0346,RZTR11,2023,16472800.0
FAZ. SÃO TOMAZ CACHOEIRINHA - GO,"7.750.000,00 m2",Zona rural de Rio Verde/GO,1.0,0.0,0.0,0.0209,RZTR11,2023,7750000.0
FAZ. NOSSA SENHORA DA APARECIDA - MA,"14.939.127,00 m2",Zona rural de Sambaíba /MA,1.0,0.0,0.0,0.0199,RZTR11,2023,14939127.0
FAZ. PONTE DE PEDRAS - GO,"6.568.300,00 m2",Zona rural de Serranópolis/GO,1.0,0.0,0.0,0.012,RZTR11,2023,6568300.0
FAZ. SÃO FRANCISCO - MA,"15.270.000,00 m2",Zona rural de Buriticupu/MA,1.0,0.0,0.0,0.009300000000000001,RZTR11,2023,15270000.0
FAZ MONTE CRISTO - TO,"28.345.300,00 m2",Zona rural de Wanderlândia/TO,1.0,1.0,0.0,0.0,RZTR11,2023,28345300.0
FAZ. PARANATINGA 1 - MT,"82.350.000,00 m2",Zona rural de Sorriso/MT,1.0,0.0,0.0,0.2863,RZTR11,2022,82350000.0
FAZ. PORANGA II - MT,"25.220.000,00 m2",Zona rural de Sorriso/MT,1.0,0.0,0.0,0.1298,RZTR11,2022,25220000.0
FAZ. SANTA CLARA - PI,"122.720.000,00 m2",Zona rural de Bom Jesus/PI,1.0,0.0,0.0,0.0966,RZTR11,2022,122720000.0
"FAZ. SÃO MARTINHO 1, 2, 3 e 4 - MT","33.740.000,00 m2",Zona rural de Sorriso/MT,1.0,0.0,0.0,0.08779999999999999,RZTR11,2022,33740000.0
FAZ. STO ANTÔNIO DO OURO - BA,"72.230.000,00 m2",Zona rural de Formosa do Rio Preto/BA,1.0,0.0,0.0,0.0694,RZTR11,2022,72230000.0
FAZ. CRISTALINA - MT,"13.630.000,00 m2",Zona rural de Campo Verde/MT,1.0,0.0,0.0,0.055099999999999996,RZTR11,2022,13630000.0
FAZ. VALE DO RIO CELESTE - MT,"20.840.000,00 m2",Zona rural de Nova Ubiratã/MT,1.0,0.0,0.0,0.0537,RZTR11,2022,20840000.0
FAZ. RIO BONITO - MT,"49.029.791,00 m2",Zona rural de Canarana/MT,1.0,0.0,0.0,0.0493,RZTR11,2022,49029791.0
FAZ. BURITI - MT,"33.540.000,00 m2",Zona rural de São Jose do Xingú/MT,1.0,0.0,0.0,0.0393,RZTR11,2022,33540000.0
FAZ. BONITO - GO,"16.472.800,00 m2",Zona rural de Serranópolis/GO,1.0,0.0,0.0,0.0347,RZTR11,2022,16472800.0
FAZ. SÃO TOMAZ CACHOEIRINHA - GO,"7.750.000,00 m2",Zona rural de Rio Verde/GO,1.0,0.0,0.0,0.025099999999999997,RZTR11,2022,7750000.0
FAZ. NOSSA SENHORA DA APARECIDA - MA,"14.939.127,00 m2",Zona rural de Sambaíba /MA,1.0,0.0,0.0,0.0236,RZTR11,2022,14939127.0
FAZ. SÃO PAULO - GO,"7.278.200,00 m2",Zona rural de Rio Verde/GO,1.0,0.0,0.0,0.0209,RZTR11,2022,7278200.0
FAZ. PONTE DE PEDRAS - GO,"6.568.300,00 m2",Zona rural de Serranópolis/GO,1.0,0.0,0.0,0.0144,RZTR11,2022,6568300.0
FAZ. SÃO FRANCISCO - MA,"15.270.000,00 m2",Zona rural de Buriticupu/MA,1.0,0.0,0.0,0.0143,RZTR11,2022,15270000.0
FAZ. STO ANTÔNIO DO OURO - BA,"72.230.000,00 m2",Zona rural de Formosa do Rio Preto/BA,1.0,0.0,0.0,0.2473,RZTR11,2021,72230000.0
FAZ. PORANGA II - MT,"25.220.000,00 m2",Zona rural de Sorriso/MT,1.0,0.0,0.0,0.1448,RZTR11,2021,25220000.0
FAZ. SANTA CLARA - PI,"122.720.000,00 m2",Zona rural de Bom Jesus/PI,1.0,0.0,0.0,0.1183,RZTR11,2021,122720000.0
FAZ. RIO BONITO - MT,"49.029.791,00 m2",Zona rural de Canarana/MT,1.0,0.0,0.0,0.09369999999999999,RZTR11,2021,49029791.0
"FAZ. SÃO MARTINHO 1, 2, 3 e 4 - MT","33.740.000,00 m2",Zona rural de Sorriso/MT,1.0,0.0,0.0,0.068,RZTR11,2021,33740000.0
FAZ. BURITI - MT,"33.540.000,00 m2",Zona rural de São Jose do Xingú/MT,1.0,0.0,0.0,0.060700000000000004,RZTR11,2021,33540000.0
FAZ. VALE DO RIO CELESTE - MT,"20.840.000,00 m2",Zona rural de Nova Ubiratã/MT,1.0,0.0,0.0,0.06,RZTR11,2021,20840000.0
FAZ. BONITO - GO,"16.472.800,00 m2",Zona rural de Serranópolis/GO,1.0,0.0,0.0,0.0387,RZTR11,2021,16472800.0
FAZ. SÃO FRANCISCO - MA,"15.270.000,00 m2",Zona rural de Buriticupu/MA,1.0,0.0,0.0,0.0321,RZTR11,2021,15270000.0
FAZ. SÃO TOMAZ CACHOEIRINHA - GO,"7.750.000,00 m2",Zona rural de Rio Verde/GO,1.0,0.0,0.0,0.027999999999999997,RZTR11,2021,7750000.0
FAZ. NOSSA SENHORA DA APARECIDA - MA,"14.939.127,00 m2",Zona rural de Sambaíba /MA,1.0,0.0,0.0,0.0264,RZTR11,2021,14939127.0
FAZ. SÃO FRANCISCO - MA,"15.230.000,00 m2",Zona rural de Buriticupu/MA,1.0,0.0,0.0,0.0264,RZTR11,2021,15230000.0
FAZ. CRISTALINA - MT,"13.630.000,00 m2",Zona rural de Campo Verde/MT,1.0,0.0,0.0,0.0264,RZTR11,2021,13630000.0
FAZ. PARANATINGA 1 - MT,"82.350.000,00 m2",Zona rural de Sorriso/MT,1.0,0.0,0.0,0.0264,RZTR11,2021,82350000.0
FAZ. PONTE DE PEDRAS - GO,"6.568.300,00 m2",Zona rural de Serranópolis/GO,1.0,0.0,0.0,0.0149,RZTR11,2021,6568300.0
FAZ. SÃO PAULO - GO,"7.278.200,00 m2",Zona rural de Rio Verde/GO,1.0,0.0,0.0,0.0058,RZTR11,2021,7278200.0
Galpão Logístico Utinga,"38.025,68 m2","Avenida João Pessoa, nº 500, Jardim Utinga, Cidade de Santo André – São Paulo - SP, CEP 09230-650",1.0,0.0,0.0,0.1765,SARE11,2024,38025.68
Galpão Logístico Barueri - SP,"18.884,00 m2","Avenida Tucunaré , 720, Tamboré - CEP: 06460-020, Barueri - SP",1.0,0.0,0.0,0.1439,SARE11,2024,18884.0
Cond. Work Bela Cintra,"4.656,85 m2","Rua Bela Cintra, 755, São Paulo - SP",18.0,0.0,0.0,0.12179999999999999,SARE11,2024,4656.85
Galpão Logístico Utinga,"38.025,68 m2","Avenida João Pessoa, nº 500, Jardim Utinga, Cidade de Santo André – São Paulo - SP, CEP 09230-650",1.0,0.0,0.0,0.12269999999999999,SARE11,2023,38025.68
Cond. Work Bela Cintra,"4.656,85 m2","Rua Bela Cintra, 755, São Paulo - SP",18.0,0.0,0.0,0.109,SARE11,2023,4656.85
Galpão Logístico Barueri - SP,"18.884,00 m2","Avenida Tucunaré , 720, Tamboré - CEP: 06460-020, Barueri - SP",1.0,0.0,0.0,0.0882,SARE11,2023,18884.0
Galpão Logístico Utinga,"38.025,68 m2","Avenida João Pessoa, nº 500, Jardim Utinga, Cidade de Santo André – São Paulo - SP, CEP 09230-650",1.0,0.0,0.0,0.0728,SARE11,2022,38025.68
COND. WORK BELA CINTRA,"4.656,85 m2","Rua Bela Cintra, 755, São Paulo - SP",18.0,0.0,0.0,0.0691,SARE11,2022,4656.85
Galpão Logístico Barueri - SP,"18.884,00 m2","Avenida Tucunaré , 720, Tamboré - CEP: 06460-020, Barueri - SP",1.0,0.0,0.0,0.059699999999999996,SARE11,2022,18884.0
COND. WORK BELA CINTRA,"3.623,05 m2","Rua Bela Cintra, 755, São Paulo/SP",18.0,0.0,0.0,0.0623,SARE11,2021,3623.05
Galpão Logístico Barueri - SP,"18.884,00 m2","Avenida Tucunaré , 720, Tamboré - CEP: 06460-020, Barrinha - SP",1.0,0.0,0.0,0.056799999999999996,SARE11,2021,18884.0
COND. WORK BELA CINTRA,"3.623,05 m2","Rua Bela Cintra, 755, São Paulo/SP",18.0,0.0,0.0,0.555,SARE11,2020,3623.05
Galpão Logístico Barueri - SP,"18.884,00 m2","Avenida Tucunaré , 720, Tamboré - CEP: 06460-020, Barrinha - SP",1.0,0.0,0.0,0.44420000000000004,SARE11,2020,18884.0
Shopping Center Piedade,"4.757,03 m2","Rua Junqueira Ayres, 165 - Barris - Salvador - BA",55.0,0.34,0.17,0.987,SCPF11,2024,4757.03
Shopping Center Piedade,"4.757,03 m2","Rua Junqueira Ayres, 165 - Barris - Salvador - BA",55.0,0.31,0.23,0.97,SCPF11,2023,4757.03
Shopping Center Piedade,"4.750,23 m2","Rua Junqueira Ayres, 165 - Barris - Salvador - BA",52.0,0.23,0.3,0.9579000000000001,SCPF11,2022,4750.23
Shopping Center Piedade,"4.753,04 m2","Rua Junqueira Ayres, 165 - Barris - Salvador - BA",52.0,0.28,0.12,0.9786,SCPF11,2021,4753.04
Shopping Center Piedade,"4.755,70 m2","Rua Junqueira Ayres, 165 - Barris - Salvador - BA",52.0,0.22,0.17,0.9954999999999999,SCPF11,2020,4755.7
Shopping Center Piedade,"4.745,20 m2","Rua Junqueira Ayres, 165 - Barris - Salvador - BA",52.0,0.06,0.12,0.988,SCPF11,2019,4745.2
Shopping Center Piedade,"4.753,20 m2","Rua Junqueira Ayres, 165 - Barris - Salvador - BA",52.0,0.07,0.04,0.040999999999999995,SCPF11,2018,4753.2
Shopping Center Piedade,"4.755,06 m2","Rua Junqueira Ayres, 165 - Barris - Salvador - BA",51.0,0.04,0.01,0.0095,SCPF11,2017,4755.06
LOJA HABITAR,"3.494,47 m2","Rua Nova York, 245, São Paulo - SP, CEP: 04560-000",1.0,0.0,0.0,0.0,SEQR11,2024,3494.47
MADUREIRA,"12.201,00 m2","Rua Ewbank da Câmara, 48, Rio de Janeiro - RJ, CEP: 21310-150",1.0,0.0,0.0,0.0,SEQR11,2024,12201.0
POLO JANDIRA,"10.329,00 m2","Rua José Albino Pereira, 342, Jandira - SP, CEP: 06612-001",1.0,0.0,0.0,0.0,SEQR11,2024,10329.0
SANT ANTONIO S,"11.818,00 m2","Rua Walter Martins da Silva, 500, Santo Antônio da Patrula - RS, CEP: 95500-000",1.0,0.0,0.0,0.0,SEQR11,2024,11818.0
Madureira,"12.201,00 m2","Rua Ewbank da Câmara, nº 48, Rio de Janeiro - RJ, CEP 21310-150",1.0,0.0,0.0,0.3089,SEQR11,2023,12201.0
Santo Antônio,"11.818,00 m2","Rua Walter Martins da Silva, nº 500, Santo Antônio da Patrula - RS, CEP 95500-000",1.0,0.0,0.0,0.2728,SEQR11,2023,11818.0
Jandira,"10.329,00 m2","Rua José Albino Pereira, 342, Jandira - SP, CEP 06612-001",1.0,0.0,0.0,0.271,SEQR11,2023,10329.0
Loja Habitarte Verde,"3.494,47 m2","Rua Nova York, 245, São Paulo - SP, CEP 04560-000",1.0,0.0,0.0,0.14730000000000001,SEQR11,2023,3494.47
Madureira,"12.201,00 m2","Rua Ewbank da Câmara, nº 48, Rio de Janeiro - RJ, CEP 21310-150",1.0,0.0,0.0,0.3245,SEQR11,2022,12201.0
Santo Antônio,"11.818,00 m2","Rua Walter Martins da Silva, nº 500, Santo Antônio da Patrula - RS, CEP 95500-000",1.0,0.0,0.0,0.2838,SEQR11,2022,11818.0
Jandira,"10.329,00 m2","Rua José Albino Pereira, 342, Jandira - SP, CEP 06612-001",1.0,0.0,0.0,0.24850000000000003,SEQR11,2022,10329.0
Loja Habitarte Verde,"3.416,00 m2","Rua Nova York, 245, São Paulo - SP, CEP 04560-000",1.0,0.0,0.0,0.1431,SEQR11,2022,3416.0
Madureira,"12.201,00 m2","Rio de Janeiro, SP",1.0,0.0,0.0,0.33140000000000003,SEQR11,2021,12201.0
SANT ANTONIO,"11.817,63 m2","Rua Gelba, 500, Santo Antônio da Patrula - RS.",1.0,0.0,0.0,0.27390000000000003,SEQR11,2021,11817.63
Jandira,"10.329,00 m2","Jandira, SP",1.0,0.0,0.0,0.2256,SEQR11,2021,10329.0
Loja Habitarte Verde,"3.416,00 m2","Rua Nova York, 245, São Paulo - SP, 04560-000",1.0,0.0,0.0,0.1691,SEQR11,2021,3416.0
Shopping Center,"34.440,95 m2","Rua Dr. Veiga Filho, 133, Higienópolis, São Paulo - SP",239.0,0.04,0.01,0.9792000000000001,SHPH11,2024,34440.95
Shopping Center,"34.465,70 m2","Rua Dr. Veiga Filho, 133, Higienópolis, São Paulo - SP",309.0,0.05,0.01,0.9882,SHPH11,2023,34465.7
Shopping Center,"33.908,94 m2","Rua Dr. Veiga Filho, 133, Higienópolis, São Paulo - SP",322.0,0.09,0.11,0.9834999999999999,SHPH11,2022,33908.94
Shopping Center,"33.489,00 m2","Rua Dr. Veiga Filho, 133, Higienópolis, São Paulo - SP",289.0,0.11,0.11,0.9934999999999999,SHPH11,2021,33489.0
Shopping Center,"34.127,00 m2","Rua Dr. Veiga Filho, 133, Higienópolis, São Paulo - SP",311.0,0.09,0.16,0.9984999999999999,SHPH11,2020,34127.0
Shopping Center,"34.127,00 m2","Rua Dr. Veiga Filho, 133, Higienópolis, São Paulo - SP",311.0,0.02,0.06,0.779,SHPH11,2019,34127.0
Shopping Center,"34.127,00 m2","Rua Dr. Veiga Filho, 133, Higienópolis, São Paulo - SP",311.0,0.02,0.06,0.207,SHPH11,2019,34127.0
Shopping Center,"35.500,00 m2","Rua Dr. Veiga Filho, 133, Higienópolis, São Paulo - SP",311.0,0.01,0.08,0.9869,SHPH11,2018,35500.0
Shopping Patio Higienópolis,"35.500,00 m2","Rua Dr. Veiga Filho, 133, Higienópolis, São Paulo - SP",311.0,0.01,0.04,0.9994,SHPH11,2017,35500.0
Magna (Vinhedo - SP),"10.439,00 m2",Rodovia Miguel Melhado Campos 79 - Vinhedo/SP,1.0,0.0,0.0,0.0,SNLG11,2021,10439.0
Cerrati (Vinhedo - SP),"13.851,00 m2",Rodovia Miguel Melhado Campos 79 - Vinhado/SP,1.0,0.0,0.0,0.0,SNLG11,2021,13851.0
Edificio Comercial Badaró,"13.437,27 m2","Rua Líbero Badaró, 633/641 e Avenida, Prestes Maia, 98/114 – Centro - São Paulo/ SP - Brasil",8.0,0.0,0.0,1.0,SPTW11,2024,13437.27
Edificio Comercial Badaró,"13.437,27 m2","Rua Líbero Badaró, 633/641 e Avenida, Prestes Maia, 98/114 – Centro - São Paulo/ SP - Brasil",8.0,0.0,0.0,1.0,SPTW11,2023,13437.27
Edificio Comercial Badaró,"13.437,27 m2","Rua Líbero Badaró, 633/641 e Avenida, Prestes Maia, 98/114 – Centro - São Paulo/ SP - Brasil",8.0,0.0,0.0,1.0,SPTW11,2022,13437.27
Edificio Comercial Badaró,"19.871,08 m2","Rua Líbero Badaró, 633/641 e Avenida, Prestes Maia, 98/114 – Centro - São Paulo/ SP - Brasil",8.0,0.0,0.0,1.0,SPTW11,2021,19871.08
Edificio Comercial Badaró,"19.871,08 m2","Rua Líbero Badaró, 633/641 e Avenida, Prestes Maia, 98/114 – Centro - São Paulo/ SP - Brasil",8.0,0.0,0.0,1.0,SPTW11,2020,19871.08
Edificio Comercial Badaró,"19.871,08 m2","Rua Líbero Badaró, 633/641 e Avenida, Prestes Maia, 98/114 – Centro - São Paulo/ SP - Brasil",8.0,0.0,0.0,1.0,SPTW11,2019,19871.08
Edificio Comercial Badaró,"19.871,08 m2","Rua Líbero Badaró, 633/641 e Avenida, Prestes Maia, 98/114 – Centro - São Paulo/ SP - Brasil",8.0,0.0,0.0,0.6506000000000001,SPTW11,2018,19871.08
Edificio Comercial Belenzinho,"11.911,45 m2","Rua Padre Adelino, n°. 550 - Blocos: A, B, C, D, E e F, São Paulo/SP - Brasil",6.0,0.0,0.0,0.3494,SPTW11,2018,11911.45
Edificio Comercial Badaró,"19.871,08 m2","Rua Líbero Badaró, 633/641 e Avenida, Prestes Maia, 98/114 – Centro - São Paulo/ SP - Brasil",8.0,0.0,0.0,0.6506000000000001,SPTW11,2017,19871.08
Edificio Comercial Belenzinho,"11.911,45 m2","Rua Padre Adelino, n°. 550 - Blocos: A, B, C, D, E e F, São Paulo/SP - Brasil",6.0,0.0,0.0,0.3494,SPTW11,2017,11911.45
Power Shopping Centerminas,"36.237,45 m2","Avenida Pastor Anselmo Silvestre, 1495. Dom Joaquim. Belo Horizonte - MG.",51.0,0.09,0.02,1.0,STRX11,2024,36237.45
Global Tower,"926,63 m2","R. Queluzita, 34 - Fernão Dias, Belo Horizonte - MG, 31910-252",8.0,0.0,0.0,0.0,STRX11,2024,926.63
Power Shopping Centerminas,"48.630,65 m2","Avenida Pastor Anselmo Silvestre, 1495. Dom Joaquim. Belo Horizonte - MG.",56.0,0.09,0.02,1.0,STRX11,2023,48630.65
Global Tower,"926,63 m2","R. Queluzita, 34 - Fernão Dias, Belo Horizonte - MG, 31910-252",8.0,0.0,0.0,0.0,STRX11,2023,926.63
Power Shopping Centerminas,"64.865,17 m2","Avenida Pastor Anselmo Silvestre, 1495. Dom Joaquim. Belo Horizonte - MG.",54.0,0.08,0.02,1.0,STRX11,2022,64865.17
Global Tower,"926,63 m2","R. Queluzita, 34 - Fernão Dias, Belo Horizonte - MG, 31910-252",8.0,0.0,0.0,0.0,STRX11,2022,926.63
Power Shopping Centerminas,"64.865,17 m2","Avenida Pastor Anselmo Silvestre, 1495. Dom Joaquim. Belo Horizonte - MG.",54.0,0.12,0.02,1.0,STRX11,2021,64865.17
Global Tower,"926,63 m2","R. Queluzita, 34 - Fernão Dias, Belo Horizonte - MG, 31910-252",8.0,0.0,0.0,0.0,STRX11,2021,926.63
Power Shopping Centerminas,"64.865,17 m2","Avenida Pastor Anselmo Silvestre, 1495. Dom Joaquim. BH/MG",45.0,0.4,0.0,1.0,STRX11,2020,64865.17
Power Shopping Centerminas,"47.185,00 m2","Avenida Pastor Anselmo Silvestre, 1495. Dom Joaquim. BH/MG",45.0,0.0,0.0,0.0,STRX11,2020,47185.0
Power Shopping Centerminas,"64.865,17 m2","Avenida Pastor Anselmo Silvestre, 1495. Dom Joaquim. BH/MG",40.0,0.45,0.0,1.0,STRX11,2019,64865.17
Power Shopping Centerminas,"98.854,15 m2","Avenida Pastor Anselmo Silvestre, 1495. Dom Joaquim. BH/MG",35.0,0.0,0.0,0.0,STRX11,2019,98854.15
Power Shopping Centerminas,"64.865,17 m2","Avenida Pastor Anselmo Silvestre, 1495. Dom Joaquim. BH/MG",40.0,0.45,0.0,1.0,STRX11,2018,64865.17
Power Shopping Centerminas,"98.854,15 m2","Avenida Pastor Anselmo Silvestre, 1495. Dom Joaquim. BH/MG",35.0,0.0,0.0,0.0,STRX11,2018,98854.15
Ed. Torre Sul,"10.290,00 m2","Rua James Joule, 65 - Berrini - São Paulo - SP",1.0,0.0,0.0,0.0,TEPP11,2024,10290.0
Ed. Passarelli,"6.960,00 m2","Rua Paes Leme, 524, no 45º Subdistrito – Pinheiros, São Paulo – SP",42.0,0.0,0.0,0.0,TEPP11,2024,6960.0
Edifício Fujitsu,"4.107,47 m2","Rua Treze de Maio, nº 1.633 – Bela Vista – São Paulo – SP",7.0,0.0,0.0,0.0,TEPP11,2024,4107.47
Salas Comerciais – FL 1355,"4.757,40 m2","Avenida Brigadeiro Faria Lima, 1355 – 6º ao 10º andares - Jardim Paulistano - São Paulo - SP",10.0,0.0,0.0,0.0,TEPP11,2024,4757.4
Edifício GPA,"11.224,79 m2","Av. Brigadeiro. Luís Antônio, nº 3.172 x Al. Lorena– Jardim Paulista - São Paulo - SP",1.0,0.0,0.0,0.0,TEPP11,2024,11224.79
Ed. Torre Sul,"10.290,00 m2","Rua James Joule, 65 - Berrini - São Paulo - SP",20.0,0.0,0.0,0.0,TEPP11,2023,10290.0
Ed. Passarelli,"6.960,00 m2","Rua Paes Leme, 524, no 45º Subdistrito – Pinheiros, São Paulo – SP",41.0,0.0,0.0,0.0,TEPP11,2023,6960.0
Condomínio Ed São Luiz,"13.179,00 m2","Av. Presidente Juscelino Kubitschek, 1830 e Rua Leopoldo Couto de Magalhês Júnior, 1461, no 28º Subdistrito - Jardim Paulista, São Paulo - SP",14.0,0.0,0.0,0.0,TEPP11,2023,13179.0
Condomínio Edifício Timbaúba,"2.344,00 m2","Rua Itapeva, nº 538 – Bela Vista – São Paulo, SP",16.0,0.0,0.0,0.0,TEPP11,2023,2344.0
Edifício Fujitsu,"4.107,47 m2","Rua Treze de Maio, nº 1.633 – Bela Vista – São Paulo – SP",7.0,0.0,0.0,0.0,TEPP11,2023,4107.47
Ed. Torre Sul,"10.290,00 m2","Rua James Joule, 65 - Berrini - São Paulo - SP",20.0,0.21,0.0,0.0,TEPP11,2022,10290.0
Ed. Passarelli,"6.960,00 m2","Rua Paes Leme, 524, no 45º Subdistrito – Pinheiros, São Paulo – SP",41.0,0.07,0.0,0.0,TEPP11,2022,6960.0
Condomínio Ed São Luiz,"13.179,00 m2","Av. Presidente Juscelino Kubitschek, 1830 e Rua Leopoldo Couto de Magalhês Júnior, 1461, no 28º Subdistrito - Jardim Paulista, São Paulo - SP",14.0,0.0,0.0,0.0,TEPP11,2022,13179.0
Condomínio Edifício Timbaúba,"2.344,00 m2","Rua Itapeva, nº 538 – Bela Vista – São Paulo, SP",16.0,0.0,0.0,0.0,TEPP11,2022,2344.0
Edifício Fujitsu,"4.107,47 m2","Rua Treze de Maio, nº 1.633 – Bela Vista – São Paulo – SP",7.0,0.0,0.0,0.0,TEPP11,2022,4107.47
Ed. Torre Sul,"10.290,00 m2","Rua James Joule, 65 - Berrini - São Paulo - SP",20.0,0.0,0.0,0.0,TEPP11,2021,10290.0
Ed. Passarelli,"6.960,00 m2","Rua Paes Leme, 524, no 45º Subdistrito – Pinheiros, São Paulo – SP",41.0,0.0,0.0,0.0,TEPP11,2021,6960.0
Condomínio Ed São Luiz,"13.179,00 m2","Av. Presidente Juscelino Kubitschek, 1830 e Rua Leopoldo Couto de Magalhês Júnior, 1461, no 28º Subdistrito - Jardim Paulista, São Paulo - SP",14.0,0.0,0.0,0.0,TEPP11,2021,13179.0
Condomínio Edifício Timbaúba,"2.344,00 m2","Rua Itapeva, nº 538 – Bela Vista – São Paulo, SP",16.0,0.0,0.0,0.0,TEPP11,2021,2344.0
Edifício Fujitsu,"4.107,47 m2","Rua Treze de Maio, nº 1.633 – Bela Vista – São Paulo – SP",7.0,0.0,0.0,0.0,TEPP11,2021,4107.47
Ed. Torre Sul,"10.290,00 m2","Rua James Joule, 65 - Berrini - São Paulo - SP",20.0,0.38,0.0,0.0,TEPP11,2020,10290.0
Ed. Passarelli,"6.960,00 m2","Rua Paes Leme, 524, no 45º Subdistrito – Pinheiros, São Paulo – SP",41.0,0.0,0.0,0.0,TEPP11,2020,6960.0
Condomínio Ed São Luiz,"11.299,00 m2","Av. Presidente Juscelino Kubitschek, 1830 e Rua Leopoldo Couto de Magalhês Júnior, 1461, no 28º Subdistrito - Jardim Paulista, São Paulo - SP",12.0,0.0,0.0,0.0,TEPP11,2020,11299.0
Condomínio Edifício Timbaúba,"1.965,12 m2","Rua Itapeva, nº 538 – Bela Vista – São Paulo, SP",16.0,0.0,0.0,0.0,TEPP11,2020,1965.12
GARAVELO CENTER,"2.913,00 m2","Avenida 85, 603, Goiânia - GO, 74823-310",1.0,0.0,0.0,0.0016,TGAR11,2024,2913.0
MARIA MADALENA,"30.156,00 m2","Rodovia GO-060, s/n, Turvânia- GO",150.0,0.0,0.0,0.0,TGAR11,2024,30156.0
NOVA CANAA,"11.440,00 m2","Ruas NC-07 e NC-08, s/n, Trindade - GO",44.0,0.0,0.0,0.0,TGAR11,2024,11440.0
SOLANGE,"212.186,00 m2","Rodovia dos Romeiros, s/n, Trindade - GO",1698.0,0.0,0.0,0.0,TGAR11,2024,212186.0
PORTAL DO LAGO,"7.682,00 m2","Portal do Lago I e II, Catalão - GO",30.0,0.0,0.0,0.0,TGAR11,2024,7682.0
GARAVELO CENTER,"2.913,00 m2","Avenida 85, 603, Goiânia - GO, 74823-310",1.0,0.0,0.0,0.0016,TGAR11,2023,2913.0
MARIA MADALENA,"30.156,00 m2","Rodovia GO-060, s/n, Turvânia- GO",150.0,0.0,0.0,0.0,TGAR11,2023,30156.0
NOVA CANAA,"11.440,00 m2","Ruas NC-07 e NC-08, s/n, Trindade - GO",44.0,0.0,0.0,0.0,TGAR11,2023,11440.0
SOLANGE,"212.186,00 m2","Rodovia dos Romeiros, s/n, Trindade - GO",1698.0,0.0,0.0,0.0,TGAR11,2023,212186.0
PORTAL DO LAGO,"7.682,00 m2","Portal do Lago I e II, Catalão - GO",30.0,0.0,0.0,0.0,TGAR11,2023,7682.0
Garavelo Center,"2.913,00 m2","Avenida 85, nº 603, Goiânia - GO, 74823-310",1.0,0.0,0.0,0.0022,TGAR11,2022,2913.0
M MADALENA A,"30.000,00 m2","Rodovia GO-060, s/n, Turvânia- GO",150.0,0.0,0.0,0.0,TGAR11,2022,30000.0
NOVA CANAA A,"11.440,00 m2","Rodovia GO-060, s/n, Turvânia- GO",44.0,0.0,0.0,0.0,TGAR11,2022,11440.0
SOLANGE A,"212.186,00 m2","Rodovia dos Romeiros, s/n, Trindade- GO",790.0,0.0,0.0,0.0,TGAR11,2022,212186.0
Garavelo Center,"2.913,00 m2","Avenida 85, nº 603, Goiânia - GO, 74823-310",1.0,0.0,0.0,0.0,TGAR11,2021,2913.0
M MADALENA A,"30.000,00 m2","Rodovia GO-060, s/n, Turvânia- GO",150.0,0.0,0.0,0.0,TGAR11,2021,30000.0
NOVA CANAA A,"11.440,00 m2","Rodovia GO-060, s/n, Turvânia- GO",44.0,0.0,0.0,0.0,TGAR11,2021,11440.0
PORT. LAGO A,"7.682,00 m2","Estrada do Ingazeiro, s/n, Goiânia- GO",30.0,0.0,0.0,0.0,TGAR11,2021,7682.0
SOLANGE A,"212.186,00 m2","Rodovia dos Romeiros, s/n, Trindade- GO",790.0,0.0,0.0,0.0,TGAR11,2021,212186.0
TORRE 23 401,"49,60 m2","Rua Mutum do Norte, nº 36, apartamento 401 – Torre 23, Tarumã Açu, Manaus - AM",1.0,0.0,0.0,0.0,TORD11,2024,49.6
Condomínio Orquídea - Villa Jardim Torquato,"49,60 m2","Rua Mutum do Norte, nº 36, apartamento 401 – Torre 23, Tarumã Açu, Manaus - AM",1.0,0.0,0.0,0.0,TORD11,2023,49.6
