Ticker,Trimestre,% despesas,% em caixa,Div. Yield,Inadimplência,Negócios/dia,P/VP,Patrimônio,Qnt. cotas,Qnt. cotistas,VP por cota,Vacância,Valor merc.,Volume diário
BTCI11,3T2018,"0,13%","16,10%","16,80%",0%,63,"1,04","147,92 M","1,5 M",4.469,"101,23",0%,"154,43 M","221,07 K"
BTCI11,3T2019,"0,10%","35,53%","15,35%",0%,177,"1,10","248,83 M","2,4 M",8.181,"101,83",0%,"274,87 M","307,46 K"
BTCI11,3T2020,"0,25%","42,65%","15,74%",0%,237,"1,02","338,10 M","3,4 M",10.644,"98,80",0%,"345,45 M","346,81 K"
BTCI11,3T2022,"0,26%","3,15%","16,95%",0%,1.484,"0,96","560,71 M","6,1 M",23.033,"91,87",0%,"539,55 M","932,90 K"
BTCI11,3T2023,"0,26%","2,75%","13,96%",0%,15.448,"0,98","1,00 B","99,5 M",123.083,"10,09",0%,"979,29 M","2,24 M"
BTCI11,4T2017,"0,13%","5,21%","7,11%",0%,46,"0,98","148,19 M","1,5 M",4.405,"101,41",0%,"145,76 M","300,11 K"
BTCI11,4T2018,"0,14%","11,87%","19,02%",0%,182,"1,06","147,20 M","1,5 M",5.725,"100,73",0%,"156,36 M","425,63 K"
BTCI11,4T2019,"0,14%","2,72%","14,48%",0%,195,"1,13","245,22 M","2,4 M",8.530,"100,36",0%,"278,29 M","404,30 K"
BTCI11,4T2020,"0,32%","22,03%","13,67%",0%,298,"0,97","338,77 M","3,4 M",10.653,"99,00",0%,"327,27 M","331,48 K"
BTCI11,4T2021,"0,25%","6,82%","15,15%",0%,921,"0,95","571,39 M","6,1 M",17.660,"93,62",0%,"543,21 M","827,74 K"
BTCR11,1T2019,"0,04%","5,75%","2,54%",0%,1,"1,07","68,55 M","680,0 K",54,"100,81",0%,"73,44 M","10,36 K"
BTCR11,1T2020,"0,25%","25,11%","14,93%",0%,447,"0,93","467,77 M","4,8 M",6.139,"97,25",0%,"432,86 M","1,23 M"
BTCR11,1T2021,"0,25%","7,94%","7,20%",0%,553,"0,96","465,03 M","4,8 M",7.904,"96,68",0%,"444,45 M","803,25 K"
BTCR11,1T2022,"0,26%","7,65%","11,27%",0%,1.298,"0,98","464,62 M","4,8 M",11.809,"96,59",0%,"456,96 M","896,64 K"
BTCR11,2T2019,"0,13%","32,45%","6,07%",0%,157,"1,05","293,70 M","3,0 M",4.230,"97,57",0%,"308,53 M","521,35 K"
BTCR11,2T2020,"0,24%","24,11%","12,89%",0%,427,"0,92","468,62 M","4,8 M",6.358,"97,42",0%,"428,92 M","1,05 M"
BTCR11,2T2022,"0,28%","4,17%","12,68%",0%,1.646,"1,00","460,09 M","4,8 M",14.592,"95,65",0%,"460,90 M","1,22 M"
BTCR11,3T2019,"0,27%","17,76%","11,10%",0%,217,"1,03","293,38 M","3,0 M",4.278,"97,46",0%,"303,09 M","784,78 K"
BTCR11,3T2020,"0,25%","12,84%","9,61%",0%,347,"0,86","464,99 M","4,8 M",7.118,"96,67",0%,"402,12 M","479,78 K"
BTCR11,3T2021,"0,26%","4,86%","9,16%",0%,773,"0,96","469,64 M","4,8 M",10.150,"97,64",0%,"449,94 M","682,67 K"
BTCR11,3T2022,"0,27%","7,74%","13,52%",0%,1.849,"1,00","455,34 M","4,8 M",16.560,"94,66",0%,"456,86 M","956,55 K"
BTCR11,4T2019,"0,27%","3,52%","12,60%",0%,325,"1,08","292,72 M","3,0 M",4.935,"97,25",0%,"315,91 M","1,05 M"
BTCR11,4T2020,"0,24%","5,75%","8,35%",0%,512,"0,93","466,77 M","4,8 M",7.447,"97,04",0%,"432,96 M","578,44 K"
BTCR11,4T2021,"0,25%","3,32%","10,47%",0%,606,"0,93","472,57 M","4,8 M",10.373,"98,25",0%,"438,97 M","561,36 K"
BTHI11,1T2019,"0,00%","36,74%","0,00%",0%,0,"0,00","550,54 M","2,1 M",267,"259,45",0%,"0,00","0,00"
BTHI11,1T2020,"0,10%","0,32%","16,19%",0%,50,"0,68","469,11 M","3,7 M",1.604,"125,51",0%,"317,70 M","74,35 K"
BTHI11,1T2022,"0,07%","0,61%","0,06%",0%,88,"1,06","357,87 M","3,8 M",1.348,"94,06",54%,"380,46 M","76,29 K"
BTHI11,1T2024,"0,19%","3,17%","14,34%",0%,43,"0,71","580,32 M","9,2 M",973,"62,95",0%,"412,99 M","19,40 K"
BTHI11,2T2019,"0,14%","1,12%","2,44%",0%,8,"1,01","388,50 M","3,7 M",578,"103,94",0%,"390,58 M","1,79 M"
BTHI11,2T2020,"0,16%","0,11%","11,82%",0%,16,"0,76","468,84 M","3,7 M",1.625,"125,44",0%,"356,20 M","55,53 K"
BTHI11,2T2021,"0,14%","0,67%","0,00%",0%,20,"0,99","330,94 M","3,8 M",1.588,"86,98",0%,"326,25 M","39,71 K"
BTHI11,2T2022,"0,13%","1,33%","1,04%",0%,96,"1,15","357,88 M","3,8 M",1.280,"94,06",54%,"409,95 M","183,80 K"
BTHI11,2T2023,"0,39%","1,95%","13,81%",0%,9,"1,28","375,92 M","3,8 M",1.347,"98,81",44%,"479,31 M","112,11 K"
BTHI11,2T2024,"0,19%","3,30%","4,43%",0%,43,"0,70","578,26 M","9,2 M",1.020,"62,73",0%,"404,69 M","25,60 K"
BTHI11,3T2019,"0,13%","0,97%","6,46%",0%,13,"1,01","388,83 M","3,7 M",814,"104,03",0%,"394,28 M","49,99 K"
BTHI11,3T2020,"0,02%","0,26%","7,57%",0%,41,"0,75","473,08 M","3,8 M",1.628,"125,07",0%,"353,49 M","78,31 K"
BTHI11,3T2021,"0,06%","0,41%","0,00%",0%,55,"1,06","330,70 M","3,8 M",1.520,"86,92",0%,"349,65 M","160,29 K"
BTHI11,3T2022,"0,10%","2,20%","3,87%",0%,89,"1,20","358,14 M","3,8 M",1.243,"94,13",54%,"429,92 M","361,47 K"
BTHI11,3T2023,"0,25%","6,20%","11,61%",0%,234,"2,88","393,97 M","9,2 M",543,"42,74",0%,"1,13 B","79,50 K"
BTHI11,4T2019,"0,40%","0,96%","10,74%",0%,25,"1,02","389,29 M","3,7 M",1.275,"104,15",0%,"395,82 M","94,88 K"
BTHI11,4T2020,"0,22%","0,26%","2,83%",0%,103,"1,01","331,29 M","3,8 M",1.598,"87,07",0%,"335,00 M","214,55 K"
BTHI11,4T2021,"0,10%","0,46%","0,00%",0%,15,"1,09","330,56 M","3,8 M",1.477,"86,88",0%,"361,44 M","283,88 K"
BTHI11,4T2022,"0,30%","2,09%","8,74%",0%,102,"1,19","358,49 M","3,8 M",1.264,"94,22",44%,"426,12 M","75,15 K"
BTHI11,4T2023,"0,12%","4,06%","20,42%",0%,4,"0,72","579,13 M","9,2 M",787,"62,82",0%,"414,74 M","6,22 K"
BTLG11,1T2019,"0,25%","5,29%","0,00%",0%,0,"0,00","184,48 M","1,9 M",9.754,"98,78",17%,"0,00","0,00"
BTLG11,1T2020,"0,24%","42,95%","4,34%",0%,473,"0,87","341,06 M","3,4 M",19.226,"100,77",0%,"297,90 M","1,16 M"
BTLG11,1T2021,"0,01%","12,88%","7,78%",0%,4.977,"1,14","1,31 B","13,0 M",92.006,"100,88",1%,"1,49 B","6,65 M"
BTLG11,1T2022,"0,31%","1,85%","11,11%",0%,4.632,"1,04","1,50 B","15,2 M",163.485,"98,82",3%,"1,57 B","3,83 M"
BTLG11,1T2023,"0,17%","3,13%","12,45%",0%,5.513,"0,96","2,08 B","21,1 M",212.356,"98,50",0%,"1,99 B","4,29 M"
BTLG11,1T2024,"0,22%","42,62%","8,93%",0%,15.385,"1,06","4,31 B","43,2 M",316.106,"99,65",2%,"4,59 B","14,48 M"
BTLG11,2T2019,"0,42%","3,32%","0,00%",0%,0,"0,00","184,14 M","1,9 M",13.068,"98,60",17%,"0,00","0,00"
BTLG11,2T2020,"0,28%","15,62%","5,66%",0%,667,"1,04","335,66 M","3,4 M",23.875,"99,17",0%,"350,30 M","1,09 M"
BTLG11,2T2021,"-0,02%","17,23%","8,90%",0%,7.823,"1,05","1,40 B","13,9 M",111.547,"101,09",1%,"1,48 B","6,79 M"
BTLG11,2T2022,"0,29%","7,88%","13,16%",9%,4.830,"1,01","1,65 B","16,7 M",174.865,"98,81",11%,"1,67 B","3,43 M"
BTLG11,2T2023,"0,03%","4,24%","9,69%",14%,6.292,"1,05","2,07 B","21,1 M",221.702,"98,22",1%,"2,16 B","5,82 M"
BTLG11,2T2024,"0,29%","41,35%","9,35%",0%,14.940,"0,96","4,49 B","43,2 M",333.908,"103,93",2%,"4,31 B","9,91 M"
BTLG11,3T2019,"0,44%","0,66%","0,00%",0%,0,"0,00","183,88 M","1,9 M",14.677,"98,46",0%,"0,00","0,00"
BTLG11,3T2020,"0,23%","27,48%","7,42%",0%,1.621,"1,03","708,33 M","7,0 M",33.030,"101,41",0%,"729,18 M","3,23 M"
BTLG11,3T2021,"0,26%","15,77%","10,48%",0%,6.122,"1,05","1,55 B","15,2 M",130.062,"101,75",0%,"1,63 B","5,57 M"
BTLG11,3T2022,"0,38%","6,53%","11,82%",8%,7.017,"1,05","1,64 B","16,7 M",185.351,"97,97",6%,"1,72 B","4,67 M"
BTLG11,4T2019,"0,56%","4,92%","0,57%",0%,219,"1,22","203,73 M","2,0 M",16.494,"99,99",0%,"249,49 M","506,49 K"
BTLG11,4T2020,"0,01%","26,27%","8,62%",0%,3.617,"1,10","1,31 B","13,0 M",62.159,"101,06",0%,"1,45 B","7,34 M"
BTLG11,4T2021,"0,30%","0,73%","10,52%",0%,5.515,"1,07","1,52 B","15,2 M",151.858,"99,95",3%,"1,63 B","4,36 M"
BTLG11,4T2022,"0,29%","4,07%","11,92%",0%,5.857,"1,02","2,08 B","21,1 M",205.790,"98,77",0%,"2,12 B","5,50 M"
BTLG11,4T2023,"0,10%","13,64%","9,20%",0%,9.087,"1,06","2,80 B","28,5 M",266.471,"98,17",1%,"2,96 B","7,31 M"
BTRA11,1T2022,"0,32%","17,83%","7,40%",0%,792,"0,96","347,61 M","3,4 M",12.368,"103,32",0%,"333,16 M","787,83 K"
BTRA11,1T2023,"0,25%","7,24%","13,49%",0%,901,"0,71","395,78 M","3,4 M",20.743,"117,63",0%,"279,76 M","513,60 K"
BTRA11,1T2024,"0,27%","7,16%","11,80%",0%,1.539,"0,53","370,56 M","3,4 M",17.557,"110,14",50%,"195,85 M","753,65 K"
BTRA11,2T2021,"0,01%","100,01%","0,00%",0%,0,"0,00","336,29 M","3,4 M",7.275,"99,95",0%,"0,00","0,00"
BTRA11,2T2022,"0,52%","7,16%","12,26%",17%,1.106,"0,81","348,49 M","3,4 M",17.851,"103,58",0%,"282,59 M","1,09 M"
BTRA11,2T2023,"0,23%","6,17%","13,46%",0%,1.168,"0,67","399,33 M","3,4 M",21.260,"118,69",0%,"268,49 M","642,88 K"
BTRA11,2T2024,"0,18%","6,74%","10,25%",0%,965,"0,46","370,31 M","3,4 M",16.094,"110,06",50%,"170,68 M","521,25 K"
BTRA11,3T2021,"0,31%","59,17%","1,15%",0%,487,"0,93","336,05 M","3,4 M",7.950,"99,88",0%,"311,89 M","723,20 K"
BTRA11,3T2022,"0,38%","6,14%","13,65%",0%,977,"0,82","347,70 M","3,4 M",19.841,"103,34",0%,"286,16 M","579,99 K"
BTRA11,3T2023,"0,23%","7,75%","15,19%",0%,1.349,"0,53","421,96 M","3,4 M",21.552,"125,41",20%,"222,70 M","726,64 K"
BTRA11,4T2021,"0,38%","25,00%","3,95%",0%,645,"0,97","347,63 M","3,4 M",8.624,"103,32",0%,"335,58 M","687,30 K"
BTRA11,4T2022,"0,22%","7,50%","13,44%",0%,887,"0,62","466,65 M","3,4 M",20.627,"138,70",0%,"289,99 M","534,07 K"
BZLI11,1T2017,"0,64%","0,25%","0,00%",0%,0,"0,00","77,54 M","8,6 M",4,"9,04",0%,"0,00","0,00"
BZLI11,1T2018,"0,40%","0,00%","0,00%",0%,0,"1,07","240,56 M","19,3 M",7,"12,44",0%,"258,15 M","263,02 K"
BZLI11,1T2019,"0,00%","0,00%","0,00%",0%,2,"1,21","373,28 M","30,7 M",23,"12,15",0%,"451,63 M","227,75 K"
BZLI11,1T2020,"0,00%","0,03%","0,00%",0%,0,"1,34","418,00 M","35,5 M",30,"11,78",0%,"560,87 M","0,00"
BZLI11,1T2021,"0,00%","0,00%","0,00%",0%,10,"0,00","0,00","0,0",0,"0,00",0%,"0,00","31,05 K"
BZLI11,1T2022,"0,93%","0,12%","0,00%",0%,3,"1,58","433,19 M","40,2 M",323,"10,79",0%,"683,17 M","1,33 K"
BZLI11,1T2023,"0,95%","0,08%","0,00%",0%,1,"1,58","448,33 M","41,6 M",18,"10,77",0%,"707,57 M","431,00"
BZLI11,1T2024,"0,33%","0,24%","0,00%",0%,0,"2,05","417,54 M","43,3 M",19,"9,63",0%,"857,46 M","48,00"
BZLI11,2T2017,"0,00%","0,00%","0,00%",0%,0,"0,00","117,37 M","9,3 M",4,"12,60",0%,"0,00","0,00"
BZLI11,2T2018,"0,84%","0,02%","0,00%",0%,0,"1,10","296,87 M","24,0 M",9,"12,37",0%,"326,50 M","184,64 K"
BZLI11,2T2019,"0,77%","0,00%","0,00%",0%,1,"1,31","402,90 M","33,4 M",27,"12,06",0%,"527,99 M","53,67 K"
BZLI11,2T2020,"-13,78%","0,05%","0,00%",0%,0,"1,33","428,26 M","36,0 M",29,"11,90",0%,"568,73 M","0,00"
BZLI11,2T2022,"1,48%","0,14%","0,00%",0%,1,"1,63","432,93 M","40,6 M",18,"10,67",0%,"705,31 M","6,35 K"
BZLI11,2T2023,"1,03%","0,09%","0,00%",0%,1,"1,60","447,94 M","42,2 M",19,"10,62",0%,"716,94 M","269,00"
BZLI11,2T2024,"1,66%","0,09%","0,00%",0%,0,"2,08","416,09 M","43,7 M",19,"9,52",0%,"864,15 M","1,00"
BZLI11,3T2017,"0,86%","0,05%","0,00%",0%,0,"0,00","150,81 M","12,0 M",5,"12,55",0%,"0,00","0,00"
BZLI11,3T2018,"0,00%","0,00%","0,00%",0%,1,"1,10","295,72 M","24,0 M",12,"12,32",0%,"326,50 M","588,06 K"
BZLI11,3T2019,"0,00%","0,03%","0,00%",0%,1,"1,32","406,49 M","34,0 M",27,"11,97",0%,"536,52 M","57,52 K"
BZLI11,3T2020,"-13,71%","0,00%","0,00%",0%,0,"1,33","430,36 M","36,1 M",29,"11,92",0%,"570,54 M","0,00"
BZLI11,3T2022,"0,80%","0,14%","0,00%",0%,1,"1,61","433,48 M","41,0 M",18,"10,57",0%,"696,85 M","333,00"
BZLI11,3T2023,"2,88%","0,18%","0,00%",0%,0,"1,62","447,29 M","42,7 M",19,"10,48",0%,"725,91 M","142,00"
BZLI11,4T2017,"1,10%","0,00%","0,00%",0%,2,"1,05","203,72 M","16,3 M",3,"12,48",0%,"214,20 M","7,98 M"
BZLI11,4T2018,"0,00%","0,04%","0,00%",0%,2,"1,14","374,82 M","30,7 M",17,"12,20",0%,"428,59 M","763,63 K"
BZLI11,4T2019,"0,00%","0,08%","0,00%",0%,0,"1,33","408,18 M","34,4 M",32,"11,88",0%,"543,08 M","0,00"
BZLI11,4T2020,"0,77%","0,07%","0,00%",0%,0,"1,32","431,16 M","36,1 M",29,"11,94",0%,"570,54 M","0,00"
BZLI11,4T2021,"-0,44%","0,05%","0,00%",0%,5,"1,56","432,74 M","39,8 M",323,"10,89",0%,"673,79 M","49,27 K"
BZLI11,4T2022,"1,09%","0,06%","0,00%",0%,0,"1,57","447,00 M","41,4 M",1,"10,80",0%,"703,62 M","147,00"
BZLI11,4T2023,"3,66%","0,29%","0,00%",0%,0,"1,63","448,58 M","43,1 M",19,"10,41",0%,"732,67 M","32,00"
CACR11,1T2020,"0,60%","81,47%","0,00%",0%,0,"0,00","66,07 M","668,7 K",103,"98,80",0%,"0,00","0,00"
CACR11,1T2021,"-0,08%","1,86%","9,89%",0%,82,"1,14","122,17 M","1,2 M",1.443,"102,90",0%,"138,79 M","202,46 K"
CACR11,1T2022,"0,87%","9,25%","21,64%",0%,302,"1,07","155,68 M","1,5 M",4.124,"102,81",0%,"166,34 M","302,53 K"
CACR11,1T2023,"0,70%","5,87%","20,93%",0%,330,"1,01","189,16 M","1,8 M",9.279,"104,66",0%,"190,67 M","417,66 K"
CACR11,1T2024,"-0,10%","5,02%","17,74%",0%,1.574,"1,03","385,68 M","3,8 M",20.528,"100,86",0%,"398,05 M","1,37 M"
CACR11,2T2021,"1,92%","1,62%","15,73%",0%,205,"1,06","124,20 M","1,2 M",1.665,"104,61",0%,"131,76 M","379,71 K"
CACR11,2T2022,"0,91%","9,35%","22,66%",0%,352,"1,01","156,19 M","1,5 M",4.315,"103,15",0%,"158,24 M","315,63 K"
CACR11,2T2023,"0,34%","4,09%","20,46%",0%,319,"1,01","187,90 M","1,8 M",10.217,"103,96",0%,"190,67 M","497,74 K"
CACR11,2T2024,"0,54%","19,62%","16,53%",0%,1.476,"1,06","476,90 M","4,8 M",22.130,"98,61",0%,"507,57 M","1,38 M"
CACR11,3T2020,"0,30%","8,35%","3,33%",0%,10,"1,05","67,82 M","668,7 K",210,"101,41",0%,"71,22 M","77,44 K"
CACR11,3T2021,"0,42%","18,05%","18,31%",0%,205,"1,02","154,89 M","1,5 M",2.935,"102,29",0%,"158,09 M","275,01 K"
CACR11,3T2023,"0,53%","81,89%","19,10%",0%,719,"1,04","184,16 M","1,8 M",12.874,"101,89",0%,"191,97 M","715,54 K"
CACR11,4T2021,"0,71%","8,27%","20,42%",0%,125,"1,01","153,99 M","1,5 M",3.486,"101,69",0%,"156,19 M","227,87 K"
CACR11,4T2022,"0,50%","4,09%","22,42%",0%,753,"1,00","187,12 M","1,8 M",8.195,"103,53",0%,"187,43 M","762,00 K"
CACR11,4T2023,"-0,33%","11,76%","18,88%",0%,2.349,"1,02","386,15 M","3,8 M",19.552,"100,99",0%,"393,85 M","1,30 M"
CARE11,1T2017,"0,00%","0,09%","0,00%",0%,1,"1,29","49,15 M","38,4 M",40,"1,28",0%,"63,36 M","671,89 K"
CARE11,1T2018,"0,81%","10,78%","1,09%",0%,38,"1,71","117,45 M","85,6 M",201,"1,37",0%,"201,07 M","123,58 K"
CARE11,1T2019,"0,39%","0,10%","23,04%",0%,85,"1,05","218,44 M","155,1 M",693,"1,41",0%,"229,48 M","65,30 K"
CARE11,1T2020,"0,42%","0,00%","0,00%",0%,326,"0,77","249,34 M","178,9 M",2.317,"1,39",0%,"191,39 M","97,99 K"
CARE11,1T2021,"0,43%","0,08%","2,32%",0%,277,"0,33","289,23 M","178,9 M",10.624,"1,62",0%,"96,59 M","61,62 K"
CARE11,1T2022,"0,39%","0,07%","1,26%",0%,480,"0,48","292,06 M","35,8 M",9.015,"8,16",100%,"138,79 M","196,73 K"
CARE11,1T2023,"0,43%","0,09%","0,00%",0%,261,"0,27","298,69 M","35,8 M",11.620,"8,35",0%,"80,48 M","18,48 K"
CARE11,1T2024,"0,48%","2,37%","0,00%",0%,216,"0,27","286,77 M","35,8 M",11.682,"8,02",0%,"76,55 M","21,26 K"
CARE11,2T2017,"0,00%","8,68%","0,00%",0%,1,"1,36","54,49 M","42,0 M",57,"1,30",0%,"74,35 M","216,28 K"
CARE11,2T2018,"0,68%","16,01%","1,05%",0%,55,"1,76","127,38 M","91,5 M",346,"1,39",0%,"224,19 M","94,73 K"
CARE11,2T2019,"1,42%","0,04%","19,06%",0%,229,"1,24","252,14 M","174,7 M",2.317,"1,44",0%,"312,67 M","203,56 K"
CARE11,2T2020,"0,42%","1,12%","0,00%",0%,720,"0,51","251,43 M","178,9 M",8.117,"1,41",0%,"127,00 M","78,82 K"
CARE11,2T2021,"0,37%","1,41%","2,12%",0%,627,"0,50","288,23 M","178,9 M",12.159,"1,61",0%,"144,88 M","439,00 K"
CARE11,2T2024,"0,38%","2,56%","0,00%",0%,138,"0,25","250,89 M","35,8 M",11.424,"7,01",0%,"61,52 M","15,24 K"
CARE11,3T2017,"0,00%","0,38%","0,00%",0%,1,"1,36","66,73 M","50,5 M",63,"1,32",0%,"90,89 M","138,50 K"
CARE11,3T2018,"1,61%","1,86%","1,36%",0%,42,"1,32","159,32 M","110,9 M",503,"1,44",0%,"209,66 M","77,20 K"
CARE11,3T2019,"0,49%","0,05%","22,29%",0%,323,"1,06","252,04 M","174,7 M",2.317,"1,44",0%,"267,26 M","312,39 K"
CARE11,3T2020,"0,46%","0,56%","1,35%",0%,683,"0,56","250,18 M","178,9 M",8.117,"1,40",0%,"139,52 M","169,66 K"
CARE11,3T2023,"0,44%","0,02%","0,00%",0%,237,"0,21","297,09 M","35,8 M",11.742,"8,31",0%,"63,31 M","12,66 K"
CARE11,4T2017,"0,00%","26,74%","0,00%",0%,3,"1,66","113,68 M","85,6 M",80,"1,33",0%,"188,27 M","534,47 K"
CARE11,4T2018,"3,12%","0,92%","21,29%",0%,59,"1,19","194,56 M","134,8 M",693,"1,44",0%,"231,78 M","114,62 K"
CARE11,4T2019,"0,49%","0,41%","0,00%",0%,445,"0,92","248,84 M","178,2 M",2.317,"1,40",0%,"229,83 M","634,01 K"
CARE11,4T2020,"0,46%","0,09%","1,79%",0%,341,"0,50","249,22 M","178,9 M",10.654,"1,39",0%,"125,21 M","74,49 K"
CARE11,4T2022,"0,46%","0,46%","0,00%",0%,343,"0,35","291,35 M","35,8 M",11.934,"8,15",0%,"100,87 M","31,35 K"
CARE11,4T2023,"0,47%","0,02%","0,00%",0%,280,"0,17","296,19 M","35,8 M",11.725,"8,28",0%,"49,00 M","15,83 K"
CBOP11,1T2017,"0,26%","0,88%","1,24%",0%,23,"0,98","103,90 M","141,5 K",1.190,"734,26",7%,"102,17 M","129,17 K"
CBOP11,1T2018,"0,30%","0,61%","12,04%",0%,24,"1,13","101,20 M","141,5 K",2.492,"715,18",7%,"114,62 M","262,88 K"
CBOP11,1T2019,"0,25%","0,60%","12,28%",0%,69,"0,91","111,45 M","1,4 M",2.799,"78,76",7%,"101,63 M","101,98 K"
CBOP11,1T2020,"0,24%","1,00%","12,21%",0%,127,"0,83","121,22 M","1,4 M",3.946,"85,67",10%,"100,39 M","202,64 K"
CBOP11,1T2021,"0,28%","1,06%","10,34%",0%,101,"0,85","128,45 M","1,4 M",3.998,"90,78",10%,"109,56 M","344,91 K"
CBOP11,1T2022,"0,18%","3,81%","15,62%",0%,86,"0,68","127,11 M","1,4 M",4.046,"89,83",47%,"86,29 M","52,58 K"
CBOP11,1T2023,"0,23%","1,49%","17,04%",0%,91,"0,50","104,58 M","1,4 M",3.538,"73,91",40%,"52,61 M","31,30 K"
CBOP11,1T2024,"0,23%","2,06%","5,00%",0%,20,"0,41","102,11 M","1,4 M",2.950,"72,17",53%,"41,62 M","11,69 K"
CBOP11,2T2017,"0,26%","0,77%","4,92%",0%,20,"0,97","103,80 M","141,5 K",1.366,"733,56",10%,"101,03 M","185,33 K"
CBOP11,2T2018,"0,28%","0,57%","14,03%",0%,47,"0,94","101,11 M","1,4 M",2.406,"71,45",7%,"95,51 M","122,69 K"
CBOP11,2T2019,"0,26%","0,74%","11,96%",0%,82,"0,93","111,59 M","1,4 M",3.266,"78,86",7%,"103,25 M","134,79 K"
CBOP11,2T2020,"0,25%","0,63%","10,77%",0%,77,"0,87","121,53 M","1,4 M",3.927,"85,89",10%,"106,13 M","242,61 K"
CBOP11,2T2022,"0,22%","2,45%","16,24%",0%,63,"0,79","108,85 M","1,4 M",3.764,"76,93",47%,"86,43 M","56,59 K"
CBOP11,2T2023,"0,23%","1,39%","12,25%",0%,32,"0,50","104,45 M","1,4 M",3.425,"73,82",47%,"52,36 M","10,74 K"
CBOP11,2T2024,"0,24%","1,29%","5,60%",0%,15,"0,38","101,56 M","1,4 M",2.810,"71,78",53%,"38,52 M","9,49 K"
CBOP11,3T2017,"0,25%","0,81%","7,54%",0%,26,"1,09","103,86 M","141,5 K",1.928,"734,02",10%,"113,03 M","147,94 K"
CBOP11,3T2018,"0,26%","0,57%","13,66%",0%,34,"0,94","101,11 M","1,4 M",2.540,"71,46",7%,"95,09 M","50,30 K"
CBOP11,3T2019,"0,25%","0,79%","10,35%",0%,76,"1,07","111,64 M","1,4 M",3.649,"78,90",7%,"119,99 M","198,14 K"
CBOP11,3T2020,"0,24%","0,74%","9,77%",0%,56,"0,93","121,62 M","1,4 M",3.850,"85,95",10%,"113,06 M","147,54 K"
CBOP11,3T2022,"0,23%","4,56%","16,35%",0%,90,"0,78","107,06 M","1,4 M",3.764,"75,66",47%,"83,02 M","51,68 K"
CBOP11,3T2023,"0,23%","1,38%","10,42%",0%,48,"0,43","104,42 M","1,4 M",3.287,"73,79",47%,"45,12 M","31,60 K"
CBOP11,4T2017,"0,26%","0,71%","11,20%",0%,22,"1,04","101,26 M","141,5 K",2.248,"715,62",7%,"105,42 M","154,50 K"
CBOP11,4T2018,"0,24%","0,52%","12,22%",0%,44,"0,94","111,29 M","1,4 M",2.529,"78,65",7%,"104,16 M","78,01 K"
CBOP11,4T2019,"0,25%","0,81%","9,31%",0%,71,"1,11","120,81 M","1,4 M",4.076,"85,38",7%,"134,43 M","753,00 K"
CBOP11,4T2020,"0,24%","1,35%","10,83%",0%,90,"0,82","128,28 M","1,4 M",3.896,"90,66",11%,"105,64 M","92,22 K"
CBOP11,4T2021,"0,44%","3,64%","16,01%",0%,74,"0,69","128,52 M","1,4 M",3.630,"90,83",34%,"89,15 M","63,48 K"
CBOP11,4T2022,"0,29%","2,80%","14,94%",0%,101,"0,70","104,46 M","1,4 M",3.655,"73,82",37%,"73,17 M","37,90 K"
CBOP11,4T2023,"0,23%","1,33%","4,65%",0%,28,"0,45","101,35 M","1,4 M",3.122,"71,62",47%,"45,24 M","11,27 K"
CEOC11,1T2017,"0,11%","1,00%","0,00%",0%,0,"0,00","136,18 M","1,8 M",1.623,"75,00",0%,"0,00","0,00"
CEOC11,1T2018,"0,10%","1,17%","5,53%",0%,37,"1,09","150,52 M","1,8 M",2.975,"82,90",0%,"164,14 M","647,19 K"
CEOC11,1T2019,"0,13%","1,47%","12,89%",0%,80,"0,97","160,46 M","1,8 M",4.454,"88,37",0%,"155,22 M","205,04 K"
CEOC11,1T2020,"0,14%","2,06%","14,19%",0%,212,"0,75","178,39 M","1,8 M",6.824,"98,25",0%,"133,45 M","216,41 K"
CEOC11,1T2021,"0,14%","2,05%","11,70%",0%,142,"0,83","157,36 M","1,8 M",7.116,"86,67",0%,"130,55 M","117,93 K"
CEOC11,1T2022,"0,15%","2,08%","12,32%",0%,59,"0,65","164,01 M","1,8 M",5.635,"90,33",0%,"107,13 M","47,60 K"
CEOC11,1T2023,"0,17%","2,27%","14,40%",0%,123,"0,67","142,69 M","1,8 M",4.840,"78,59",0%,"94,98 M","40,91 K"
CEOC11,1T2024,"0,19%","2,41%","14,15%",0%,78,"0,64","132,18 M","1,8 M",4.890,"72,80",0%,"84,50 M","41,27 K"
CEOC11,2T2017,"0,10%","0,91%","0,00%",0%,28,"1,10","138,70 M","1,8 M",1.737,"76,39",0%,"152,50 M","79,25 K"
CEOC11,2T2018,"0,13%","1,18%","9,21%",0%,28,"1,01","152,06 M","1,8 M",3.104,"83,75",0%,"154,33 M","95,12 K"
CEOC11,2T2019,"0,12%","1,58%","12,73%",0%,70,"0,96","160,26 M","1,8 M",4.929,"88,26",0%,"154,13 M","229,55 K"
CEOC11,2T2020,"0,12%","2,05%","11,30%",0%,125,"0,92","178,16 M","1,8 M",7.114,"98,12",0%,"163,41 M","130,24 K"
CEOC11,2T2021,"0,11%","2,05%","11,33%",0%,114,"0,81","157,00 M","1,8 M",6.798,"86,47",0%,"126,43 M","104,11 K"
CEOC11,2T2022,"0,16%","2,07%","12,10%",0%,63,"0,67","163,63 M","1,8 M",5.312,"90,12",0%,"108,94 M","57,08 K"
