Nome,Área,Endereço,Núm. unidades,Vacância,Inadimplência,Share sobre receita,Ticker,Ano,Papel,Nome do fundo,CNPJ,Valor,Emissão,Série
Edição Jardins,"124,62 m2","Alameda Fernão Cardim, 70 e 72 – Jardim Paulista – Estado
de São Paulo",1,"0,00%","0,00%","0,00%",APTO11,2024,,,,,,
Edição Jardins,"124,62 m2","Alameda Fernão Cardim, 70 e 72 – Jardim Paulista – Estado
de São Paulo",1,"0,00%","0,00%","0,00%",APTO11,2024,,,,,,
Imovel Dialogo,"821,61 m2","Alameda Fernão Cardim, 70 – Jardim Paulista – Estado
de São Paulo",1,"0,00%","0,00%","0,00%",APTO11,2023,,,,,,
Imóvel Clarion,"77,42 m2","Rua Jerônimo da Veiga nº 248, no 28º Subdistrito Jardim Paulista, São Paulo - SP",1,"0,00%","0,00%","0,00%",APTO11,2023,,,,,,
Imóvel IT Home,"120,56 m2","Rua Leopoldo Couto de Magalhães Júnior nº1098 e Rua Lopes Neto nº390, 28º Subdistrito - Jardim Paulista, São Paulo - SP",1,"0,00%","0,00%","0,00%",APTO11,2023,,,,,,
Edição Jardins,"124,62 m2","Alameda Fernão Cardim, 70 e 72 – Jardim Paulista – Estado
de São Paulo",1,"0,00%","0,00%","0,00%",APTO11,2023,,,,,,
Edição Jardins,"124,62 m2","Alameda Fernão Cardim, 70 e 72 – Jardim Paulista – Estado
de São Paulo",1,"0,00%","0,00%","0,00%",APTO11,2023,,,,,,
Edição Jardins,"124,62 m2","Alameda Fernão Cardim, 70 e 72 – Jardim Paulista – Estado
de São Paulo",1,"0,00%","0,00%","0,00%",APTO11,2023,,,,,,
Imovel Dialogo,"821,61 m2","Alameda Fernão Cardim, 70 – Jardim Paulista – Estado
de São Paulo",1,"0,00%","0,00%","0,00%",APTO11,2022,,,,,,
Imovel Dialogo,"821,61 m2","Alameda Fernão Cardim, 70 – Jardim Paulista – Estado
de São Paulo",1,"0,00%","0,00%","0,00%",APTO11,2021,,,,,,
CANINDÉ,"21.200,00 m2","Avenida Luciano Magalhães esquina com a Rua José Félix da Silva,663-Canindé-CE",1,"0,00%","0,00%","0,00%",AROA11,2024,,,,,,
MARACANAU,"24.359,64 m2","Rodovia Doutor Mendel Steinbruch,S/N-Maracanaú-CE",1,"0,00%","0,00%","0,00%",AROA11,2024,,,,,,
ARACATI,"20.000,00 m2","Rua Dragão do Mar,S/N-Aracati-CE",1,"0,00%","0,00%","0,00%",AROA11,2024,,,,,,
QUIXERAMOBIM,"20.000,00 m2","Rua Doutor Pinto de Mendonça,S/N-Quixeramobim-CE",1,"0,00%","0,00%","0,00%",AROA11,2024,,,,,,
MARANGUAPE,"21.945,75 m2","Avenida Comandante Aviador Childerico Mora,S/N-Maranguape-CE",1,"0,00%","0,00%","0,00%",AROA11,2024,,,,,,
Edificio Souza Aranha II,"4.757,87 m2","Avenida Alfredo Egidio De Souza Aranha, 145, Edifício Souza Aranha Ii, Vila Cruzeiro, Sao Paulo/SP, Brasil, 04726-170",1,"0,00%","0,00%","48,97%",ASMT11,2024,,,,,,
Imovel Porto Alegre,"5.594,12 m2","Avenida Independencia, 565, Imóvel Porto Alegre, Independência, Porto Alegre/RS, Brasil, 00090-035",1,"0,00%","0,00%","33,02%",ASMT11,2024,,,,,,
Edificio Souza Aranha I,"2.660,07 m2","Avenida Alfredo Egidio De Souza Aranha, 145, Edifício Souza Aranha I, Vila Cruzeiro, Sao Paulo/SP, Brasil, 04726-170",1,"0,00%","0,00%","15,95%",ASMT11,2024,,,,,,
Edificio Souza Aranha II,"4.757,87 m2","Avenida Alfredo Egidio De Souza Aranha, 145, Edifício Souza Aranha Ii, Vila Cruzeiro, Sao Paulo/SP, Brasil, 04726-170",1,"0,00%","0,00%","48,86%",ASMT11,2023,,,,,,
Imovel Porto Alegre,"5.594,12 m2","Avenida Independencia, 565, Imóvel Porto Alegre, Independência, Porto Alegre/RS, Brasil, 00090-035",1,"0,00%","0,00%","32,95%",ASMT11,2023,,,,,,
Edificio Souza Aranha I,"2.660,07 m2","Avenida Alfredo Egidio De Souza Aranha, 145, Edifício Souza Aranha I, Vila Cruzeiro, Sao Paulo/SP, Brasil, 04726-170",1,"0,00%","0,00%","17,65%",ASMT11,2023,,,,,,
Edificio Souza Aranha II,"4.757,87 m2","Avenida Alfredo Egidio De Souza Aranha, 145, Edifício Souza Aranha Ii, Vila Cruzeiro, Sao Paulo/SP, Brasil, 04726-170",1,"0,00%","0,00%","19,32%",ASMT11,2022,,,,,,
Imovel Porto Alegre,"5.594,12 m2","Avenida Independencia, 565, Imóvel Porto Alegre, Independência, Porto Alegre/RS, Brasil, 00090-035",1,"0,00%","0,00%","13,81%",ASMT11,2022,,,,,,
Edificio Souza Aranha I,"2.660,07 m2","Avenida Alfredo Egidio De Souza Aranha, 145, Edifício Souza Aranha I, Vila Cruzeiro, Sao Paulo/SP, Brasil, 04726-170",1,"0,00%","0,00%","6,97%",ASMT11,2022,,,,,,
Atrium Shopping Santo André - 100%,"33.203,05 m2","Rua Giovanni Battista Pirelli, 155 - Vila Homero Thon - Santo André - SP",226,"19,00%","18,00%","98,47%",ATSA11,2024,,,,,,
Atrium Shopping Santo André - 100%,"33.223,44 m2","Rua Giovanni Battista Pirelli, 155 - Vila Homero Thon - Santo André - SP",226,"17,00%","21,00%","0,00%",ATSA11,2023,,,,,,
Atrium Shopping Santo André - 100%,"32.938,45 m2","Rua Giovanni Battista Pirelli, 155 - Vila Homero Thon - Santo André - SP",235,"22,00%","26,00%","96,15%",ATSA11,2022,,,,,,
Atrium Shopping Santo André - 100%,"32.909,20 m2","Rua Giovanni Battista Pirelli, 155 - Vila Homero Thon - Santo André - SP",233,"21,00%","38,00%","0,00%",ATSA11,2021,,,,,,
Atrium Shopping Santo André - 100%,"32.559,20 m2","Rua Giovanni Battista Pirelli, 155 - Vila Homero Thon - Santo André - SP",234,"19,00%","27,00%","0,00%",ATSA11,2020,,,,,,
Atrium Shopping Santo André - 100%,"32.515,16 m2","Rua Giovanni Battistas Pirelli, 155 - Vila Homero Thon - Santo André - SP",239,"17,00%","8,00%","98,86%",ATSA11,2019,,,,,,
Atrium Shopping Santo André - 100%,"32.790,20 m2","Rua Giovanni Battista Pirelli, 155 - Vila Homero Thon - Santo André - SP",275,"22,00%","10,00%","96,53%",ATSA11,2018,,,,,,
MAT - 179.771,"112,91 m2","Rua Princesa Isabel, nº 94, Brooklin Paulista, São Paulo/SP",1,"0,00%","0,00%","0,00%",BARI11,2024,,,,,,
MAT - 179.776,"112,91 m2","Rua Princesa Isabel, nº 94, Brooklin Paulista, São Paulo/SP",1,"0,00%","0,00%","0,00%",BARI11,2024,,,,,,
Ag. Estilo Joaquim Floriano,"683,97 m2","R. Joaquim Floriano, 666, São Paulo-SP",1,"0,00%","0,00%","8,55%",BBRC11,2024,,,,,,
Ag. Estilo Nova Faria Lima,"601,63 m2","Al. Gabriel Monteiro da Silva, 2032, São Paulo-SP",1,"0,00%","0,00%","8,47%",BBRC11,2024,,,,,,
Ag. Estilo Estados Unidos,"582,92 m2","R. Estados Unidos, 1931, São Paulo-SP",1,"0,00%","0,00%","8,47%",BBRC11,2024,,,,,,
Ag. Av. Santo Amaro,"1.185,27 m2","Av. Santo Amaro, 2163, São Paulo-SP",1,"0,00%","0,00%","7,90%",BBRC11,2024,,,,,,
Ag. Estilo Berrini,"787,53 m2","Av. Eng. Luis Carlos Berrini, 559, São Paulo-SP",1,"0,00%","0,00%","7,47%",BBRC11,2024,,,,,,
Ag. Estilo Brasil,"623,55 m2","Av. Brasil, 418, São Paulo-SP",1,"0,00%","0,00%","7,27%",BBRC11,2024,,,,,,
Ag. Estilo Indianópolis,"674,39 m2","Av. Indianópolis, 546, São Paulo-SP",1,"0,00%","0,00%","5,63%",BBRC11,2024,,,,,,
Ag. Estilo Santo Amaro,"592,74 m2","R. Marechal Deodoro, 440, São Paulo-SP",1,"0,00%","0,00%","5,50%",BBRC11,2024,,,,,,
Ag. Estilo Cambuí,"748,68 m2","R. Coronel Quirino, 644, Campinas-SP",1,"0,00%","0,00%","5,00%",BBRC11,2024,,,,,,
Ag. Av. Francisco Morato,"893,23 m2","Av. Prof. Francisco Morato, 2004, São Paulo-SP",1,"0,00%","0,00%","4,03%",BBRC11,2024,,,,,,
Ag. Imperatriz Leopoldina,"1.003,04 m2","R. Guaipá, 1389, São Paulo-SP",1,"0,00%","0,00%","4,01%",BBRC11,2024,,,,,,
Ag. Estilo Butantã,"741,56 m2","Av. Prof. Francisco Morato, 1214, São Paulo-SP",1,"0,00%","0,00%","3,96%",BBRC11,2024,,,,,,
Ag. Parque da Aclimação,"839,35 m2","R. Pires da Mota, 488, São Paulo-SP",1,"0,00%","0,00%","3,93%",BBRC11,2024,,,,,,
Ag. Paes de Barros,"819,72 m2","Av. Paes de Barros, 2621, São Paulo-SP",1,"0,00%","0,00%","3,69%",BBRC11,2024,,,,,,
Ag. Pq. Boturussu,"775,41 m2","Av. São Miguel, 2328, São Paulo-SP",1,"0,00%","0,00%","3,47%",BBRC11,2024,,,,,,
Ag. Pedro Pinho,"953,20 m2","Av. Gal. Pedro Pinho, 641, Osasco-SP",1,"0,00%","0,00%","3,39%",BBRC11,2024,,,,,,
Ag. Estilo Vila Esperança,"583,13 m2","Av. Amador Bueno da Veiga, 1516, São Paulo-SP",1,"0,00%","0,00%","3,37%",BBRC11,2024,,,,,,
Ag. Estilo Av. Portugal,"657,94 m2","Av. Portugal, 519, Santo André-SP",1,"0,00%","0,00%","3,15%",BBRC11,2024,,,,,,
Ag. Demarchi,"691,63 m2","Av. Maria Servidei Demarchi, 1662, São Bernardo do Campo-SP",1,"0,00%","0,00%","2,73%",BBRC11,2024,,,,,,
Ag. Raposo,"879,88 m2","Av. Eng. Heitor Antônio Eiras Garcia, 3963, São Paulo-SP",1,"0,00%","0,00%","0,00%",BBRC11,2024,,,,,,
Ag. Estilo Joaquim Floriano,"683,97 m2","R. Joaquim Floriano, 666, São Paulo-SP",1,"0,00%","0,00%","8,55%",BBRC11,2023,,,,,,
Ag. Estilo Nova Faria Lima,"601,63 m2","Al. Gabriel Monteiro da Silva, 2032, São Paulo-SP",1,"0,00%","0,00%","8,47%",BBRC11,2023,,,,,,
Ag. Estilo Estados Unidos,"582,92 m2","R. Estados Unidos, 1931, São Paulo-SP",1,"0,00%","0,00%","8,47%",BBRC11,2023,,,,,,
Ag. Av. Santo Amaro,"1.185,27 m2","Av. Santo Amaro, 2163, São Paulo-SP",1,"0,00%","0,00%","7,90%",BBRC11,2023,,,,,,
Ag. Estilo Berrini,"787,53 m2","Av. Eng. Luis Carlos Berrini, 559, São Paulo-SP",1,"0,00%","0,00%","7,47%",BBRC11,2023,,,,,,
Ag. Estilo Brasil,"623,55 m2","Av. Brasil, 418, São Paulo-SP",1,"0,00%","0,00%","7,27%",BBRC11,2023,,,,,,
Ag. Estilo Indianópolis,"674,39 m2","Av. Indianópolis, 546, São Paulo-SP",1,"0,00%","0,00%","5,63%",BBRC11,2023,,,,,,
Ag. Estilo Santo Amaro,"592,74 m2","R. Marechal Deodoro, 440, São Paulo-SP",1,"0,00%","0,00%","5,50%",BBRC11,2023,,,,,,
Ag. Estilo Cambuí,"748,68 m2","R. Coronel Quirino, 644, Campinas-SP",1,"0,00%","0,00%","5,00%",BBRC11,2023,,,,,,
Ag. Av. Francisco Morato,"893,23 m2","Av. Prof. Francisco Morato, 2004, São Paulo-SP",1,"0,00%","0,00%","4,03%",BBRC11,2023,,,,,,
Ag. Imperatriz Leopoldina,"1.003,04 m2","R. Guaipá, 1389, São Paulo-SP",1,"0,00%","0,00%","4,01%",BBRC11,2023,,,,,,
Ag. Estilo Butantã,"741,56 m2","Av. Prof. Francisco Morato, 1214, São Paulo-SP",1,"0,00%","0,00%","3,96%",BBRC11,2023,,,,,,
Ag. Parque da Aclimação,"839,35 m2","R. Pires da Mota, 488, São Paulo-SP",1,"0,00%","0,00%","3,93%",BBRC11,2023,,,,,,
Ag. Paes de Barros,"819,72 m2","Av. Paes de Barros, 2621, São Paulo-SP",1,"0,00%","0,00%","3,69%",BBRC11,2023,,,,,,
Ag. Pq. Boturussu,"775,41 m2","Av. São Miguel, 2328, São Paulo-SP",1,"0,00%","0,00%","3,47%",BBRC11,2023,,,,,,
Ag. Pedro Pinho,"953,20 m2","Av. Gal. Pedro Pinho, 641, Osasco-SP",1,"0,00%","0,00%","3,39%",BBRC11,2023,,,,,,
Ag. Estilo Vila Esperança,"583,13 m2","Av. Amador Bueno da Veiga, 1516, São Paulo-SP",1,"0,00%","0,00%","3,37%",BBRC11,2023,,,,,,
Ag. Estilo Av. Portugal,"657,94 m2","Av. Portugal, 519, Santo André-SP",1,"0,00%","0,00%","3,15%",BBRC11,2023,,,,,,
Ag. Demarchi,"691,63 m2","Av. Maria Servidei Demarchi, 1662, São Bernardo do Campo-SP",1,"0,00%","0,00%","2,73%",BBRC11,2023,,,,,,
Ag. Raposo,"879,88 m2","Av. Eng. Heitor Antônio Eiras Garcia, 3963, São Paulo-SP",1,"0,00%","0,00%","0,00%",BBRC11,2023,,,,,,
Ag. Estilo Joaquim Floriano,"683,97 m2","R. Joaquim Floriano, 666, São Paulo-SP",1,"0,00%","0,00%","8,55%",BBRC11,2022,,,,,,
Ag. Estilo Nova Faria Lima,"601,63 m2","Al. Gabriel Monteiro da Silva, 2032, São Paulo-SP",1,"0,00%","0,00%","8,47%",BBRC11,2022,,,,,,
Ag. Estilo Estados Unidos,"582,92 m2","R. Estados Unidos, 1931, São Paulo-SP",1,"0,00%","0,00%","8,47%",BBRC11,2022,,,,,,
Ag. Av. Santo Amaro,"1.185,27 m2","Av. Santo Amaro, 2163, São Paulo-SP",1,"0,00%","0,00%","7,90%",BBRC11,2022,,,,,,
Ag. Estilo Berrini,"787,53 m2","Av. Eng. Luis Carlos Berrini, 559, São Paulo-SP",1,"0,00%","0,00%","7,47%",BBRC11,2022,,,,,,
Ag. Estilo Brasil,"623,55 m2","Av. Brasil, 418, São Paulo-SP",1,"0,00%","0,00%","7,27%",BBRC11,2022,,,,,,
Ag. Estilo Indianópolis,"674,39 m2","Av. Indianópolis, 546, São Paulo-SP",1,"0,00%","0,00%","5,63%",BBRC11,2022,,,,,,
Ag. Estilo Santo Amaro,"592,74 m2","R. Marechal Deodoro, 440, São Paulo-SP",1,"0,00%","0,00%","5,50%",BBRC11,2022,,,,,,
Ag. Estilo Cambuí,"748,68 m2","R. Coronel Quirino, 644, Campinas-SP",1,"0,00%","0,00%","5,00%",BBRC11,2022,,,,,,
Ag. Av. Francisco Morato,"893,23 m2","Av. Prof. Francisco Morato, 2004, São Paulo-SP",1,"0,00%","0,00%","4,03%",BBRC11,2022,,,,,,
Ag. Imperatriz Leopoldina,"1.003,04 m2","R. Guaipá, 1389, São Paulo-SP",1,"0,00%","0,00%","4,01%",BBRC11,2022,,,,,,
Ag. Estilo Butantã,"741,56 m2","Av. Prof. Francisco Morato, 1214, São Paulo-SP",1,"0,00%","0,00%","3,96%",BBRC11,2022,,,,,,
Ag. Parque da Aclimação,"839,35 m2","R. Pires da Mota, 488, São Paulo-SP",1,"0,00%","0,00%","3,93%",BBRC11,2022,,,,,,
Ag. Paes de Barros,"819,72 m2","Av. Paes de Barros, 2621, São Paulo-SP",1,"0,00%","0,00%","3,69%",BBRC11,2022,,,,,,
Ag. Pq. Boturussu,"775,41 m2","Av. São Miguel, 2328, São Paulo-SP",1,"0,00%","0,00%","3,47%",BBRC11,2022,,,,,,
Ag. Pedro Pinho,"953,20 m2","Av. Gal. Pedro Pinho, 641, Osasco-SP",1,"0,00%","0,00%","3,39%",BBRC11,2022,,,,,,
Ag. Estilo Vila Esperança,"583,13 m2","Av. Amador Bueno da Veiga, 1516, São Paulo-SP",1,"0,00%","0,00%","3,37%",BBRC11,2022,,,,,,
Ag. Estilo Av. Portugal,"657,94 m2","Av. Portugal, 519, Santo André-SP",1,"0,00%","0,00%","3,15%",BBRC11,2022,,,,,,
Ag. Demarchi,"691,63 m2","Av. Maria Servidei Demarchi, 1662, São Bernardo do Campo-SP",1,"0,00%","0,00%","2,73%",BBRC11,2022,,,,,,
Ag. Raposo,"879,88 m2","Av. Eng. Heitor Antônio Eiras Garcia, 3963, São Paulo-SP",1,"0,00%","0,00%","0,00%",BBRC11,2022,,,,,,
Ag. Estilo Joaquim Floriano,"683,97 m2","R. Joaquim Floriano, 666, São Paulo-SP",1,"0,00%","0,00%","8,55%",BBRC11,2021,,,,,,
Ag. Estilo Nova Faria Lima,"601,63 m2","Al. Gabriel Monteiro da Silva, 2032, São Paulo-SP",1,"0,00%","0,00%","8,47%",BBRC11,2021,,,,,,
Ag. Estilo Estados Unidos,"582,92 m2","R. Estados Unidos, 1931, São Paulo-SP",1,"0,00%","0,00%","8,47%",BBRC11,2021,,,,,,
Ag. Av. Santo Amaro,"1.185,27 m2","Av. Santo Amaro, 2163, São Paulo-SP",1,"0,00%","0,00%","7,90%",BBRC11,2021,,,,,,
Ag. Estilo Berrini,"787,53 m2","Av. Eng. Luis Carlos Berrini, 559, São Paulo-SP",1,"0,00%","0,00%","7,47%",BBRC11,2021,,,,,,
Ag. Estilo Brasil,"623,55 m2","Av. Brasil, 418, São Paulo-SP",1,"0,00%","0,00%","7,27%",BBRC11,2021,,,,,,
Ag. Estilo Indianópolis,"674,39 m2","Av. Indianópolis, 546, São Paulo-SP",1,"0,00%","0,00%","5,63%",BBRC11,2021,,,,,,
Ag. Estilo Santo Amaro,"592,74 m2","R. Marechal Deodoro, 440, São Paulo-SP",1,"0,00%","0,00%","5,50%",BBRC11,2021,,,,,,
Ag. Estilo Cambuí,"748,68 m2","R. Coronel Quirino, 644, Campinas-SP",1,"0,00%","0,00%","5,00%",BBRC11,2021,,,,,,
Ag. Av. Francisco Morato,"893,23 m2","Av. Prof. Francisco Morato, 2004, São Paulo-SP",1,"0,00%","0,00%","4,03%",BBRC11,2021,,,,,,
Ag. Imperatriz Leopoldina,"1.003,04 m2","R. Guaipá, 1389, São Paulo-SP",1,"0,00%","0,00%","4,01%",BBRC11,2021,,,,,,
Ag. Estilo Butantã,"741,56 m2","Av. Prof. Francisco Morato, 1214, São Paulo-SP",1,"0,00%","0,00%","3,96%",BBRC11,2021,,,,,,
Ag. Parque da Aclimação,"839,35 m2","R. Pires da Mota, 488, São Paulo-SP",1,"0,00%","0,00%","3,93%",BBRC11,2021,,,,,,
Ag. Paes de Barros,"819,72 m2","Av. Paes de Barros, 2621, São Paulo-SP",1,"0,00%","0,00%","3,69%",BBRC11,2021,,,,,,
Ag. Pq. Boturussu,"775,41 m2","Av. São Miguel, 2328, São Paulo-SP",1,"0,00%","0,00%","3,47%",BBRC11,2021,,,,,,
Ag. Pedro Pinho,"953,20 m2","Av. Gal. Pedro Pinho, 641, Osasco-SP",1,"0,00%","0,00%","3,39%",BBRC11,2021,,,,,,
Ag. Estilo Vila Esperança,"583,13 m2","Av. Amador Bueno da Veiga, 1516, São Paulo-SP",1,"0,00%","0,00%","3,37%",BBRC11,2021,,,,,,
Ag. Estilo Av. Portugal,"657,94 m2","Av. Portugal, 519, Santo André-SP",1,"0,00%","0,00%","3,15%",BBRC11,2021,,,,,,
Ag. Demarchi,"691,63 m2","Av. Maria Servidei Demarchi, 1662, São Bernardo do Campo-SP",1,"0,00%","0,00%","2,73%",BBRC11,2021,,,,,,
Ag. Raposo,"879,88 m2","Av. Eng. Heitor Antônio Eiras Garcia, 3963, São Paulo-SP",1,"0,00%","0,00%","0,00%",BBRC11,2021,,,,,,
Ag. Estilo Joaquim Floriano,"683,97 m2","R. Joaquim Floriano, 666, São Paulo-SP",1,"0,00%","0,00%","8,55%",BBRC11,2020,,,,,,
Ag. Estilo Nova Faria Lima,"601,63 m2","Al. Gabriel Monteiro da Silva, 2032, São Paulo-SP",1,"0,00%","0,00%","8,47%",BBRC11,2020,,,,,,
Ag. Estilo Estados Unidos,"582,92 m2","R. Estados Unidos, 1931, São Paulo-SP",1,"0,00%","0,00%","8,47%",BBRC11,2020,,,,,,
Ag. Av. Santo Amaro,"1.185,27 m2","Av. Santo Amaro, 2163, São Paulo-SP",1,"0,00%","0,00%","7,90%",BBRC11,2020,,,,,,
Ag. Estilo Berrini,"787,53 m2","Av. Eng. Luis Carlos Berrini, 559, São Paulo-SP",1,"0,00%","0,00%","7,47%",BBRC11,2020,,,,,,
Ag. Estilo Brasil,"623,55 m2","Av. Brasil, 418, São Paulo-SP",1,"0,00%","0,00%","7,27%",BBRC11,2020,,,,,,
Ag. Estilo Indianópolis,"674,39 m2","Av. Indianópolis, 546, São Paulo-SP",1,"0,00%","0,00%","5,63%",BBRC11,2020,,,,,,
Ag. Estilo Santo Amaro,"592,74 m2","R. Marechal Deodoro, 440, São Paulo-SP",1,"0,00%","0,00%","5,50%",BBRC11,2020,,,,,,
Ag. Estilo Cambuí,"748,68 m2","R. Coronel Quirino, 644, Campinas-SP",1,"0,00%","0,00%","5,00%",BBRC11,2020,,,,,,
Ag. Av. Francisco Morato,"893,23 m2","Av. Prof. Francisco Morato, 2004, São Paulo-SP",1,"0,00%","0,00%","4,03%",BBRC11,2020,,,,,,
Ag. Imperatriz Leopoldina,"1.003,04 m2","R. Guaipá, 1389, São Paulo-SP",1,"0,00%","0,00%","4,01%",BBRC11,2020,,,,,,
Ag. Estilo Butantã,"741,56 m2","Av. Prof. Francisco Morato, 1214, São Paulo-SP",1,"0,00%","0,00%","3,96%",BBRC11,2020,,,,,,
Ag. Parque da Aclimação,"839,35 m2","R. Pires da Mota, 488, São Paulo-SP",1,"0,00%","0,00%","3,93%",BBRC11,2020,,,,,,
Ag. Paes de Barros,"819,72 m2","Av. Paes de Barros, 2621, São Paulo-SP",1,"0,00%","0,00%","3,69%",BBRC11,2020,,,,,,
Ag. Pq. Boturussu,"775,41 m2","Av. São Miguel, 2328, São Paulo-SP",1,"0,00%","0,00%","3,47%",BBRC11,2020,,,,,,
Ag. Pedro Pinho,"953,20 m2","Av. Gal. Pedro Pinho, 641, Osasco-SP",1,"0,00%","0,00%","3,39%",BBRC11,2020,,,,,,
Ag. Estilo Vila Esperança,"583,13 m2","Av. Amador Bueno da Veiga, 1516, São Paulo-SP",1,"0,00%","0,00%","3,37%",BBRC11,2020,,,,,,
Ag. Estilo Av. Portugal,"657,94 m2","Av. Portugal, 519, Santo André-SP",1,"0,00%","0,00%","3,15%",BBRC11,2020,,,,,,
Ag. Demarchi,"691,63 m2","Av. Maria Servidei Demarchi, 1662, São Bernardo do Campo-SP",1,"0,00%","0,00%","2,73%",BBRC11,2020,,,,,,
Ag. Raposo,"879,88 m2","Av. Eng. Heitor Antônio Eiras Garcia, 3963, São Paulo-SP",1,"0,00%","0,00%","0,00%",BBRC11,2020,,,,,,
Ag. Estilo Joaquim Floriano,"683,97 m2","R. Joaquim Floriano, 666, São Paulo-SP",1,"0,00%","0,00%","8,55%",BBRC11,2019,,,,,,
Ag. Estilo Nova Faria Lima,"601,63 m2","Al. Gabriel Monteiro da Silva, 2032, São Paulo-SP",1,"0,00%","0,00%","8,47%",BBRC11,2019,,,,,,
Ag. Estilo Estados Unidos,"582,92 m2","R. Estados Unidos, 1931, São Paulo-SP",1,"0,00%","0,00%","8,47%",BBRC11,2019,,,,,,
Ag. Av. Santo Amaro,"1.185,27 m2","Av. Santo Amaro, 2163, São Paulo-SP",1,"0,00%","0,00%","7,90%",BBRC11,2019,,,,,,
Ag. Estilo Berrini,"787,53 m2","Av. Eng. Luis Carlos Berrini, 559, São Paulo-SP",1,"0,00%","0,00%","7,47%",BBRC11,2019,,,,,,
Ag. Estilo Brasil,"623,55 m2","Av. Brasil, 418, São Paulo-SP",1,"0,00%","0,00%","7,27%",BBRC11,2019,,,,,,
Ag. Estilo Indianópolis,"674,39 m2","Av. Indianópolis, 546, São Paulo-SP",1,"0,00%","0,00%","5,63%",BBRC11,2019,,,,,,
Ag. Estilo Santo Amaro,"592,74 m2","R. Marechal Deodoro, 440, São Paulo-SP",1,"0,00%","0,00%","5,50%",BBRC11,2019,,,,,,
Ag. Estilo Cambuí,"748,68 m2","R. Coronel Quirino, 644, Campinas-SP",1,"0,00%","0,00%","5,00%",BBRC11,2019,,,,,,
Ag. Av. Francisco Morato,"893,23 m2","Av. Prof. Francisco Morato, 2004, São Paulo-SP",1,"0,00%","0,00%","4,03%",BBRC11,2019,,,,,,
Ag. Imperatriz Leopoldina,"1.003,04 m2","R. Guaipá, 1389, São Paulo-SP",1,"0,00%","0,00%","4,01%",BBRC11,2019,,,,,,
Ag. Estilo Butantã,"741,56 m2","Av. Prof. Francisco Morato, 1214, São Paulo-SP",1,"0,00%","0,00%","3,96%",BBRC11,2019,,,,,,
Ag. Parque da Aclimação,"839,35 m2","R. Pires da Mota, 488, São Paulo-SP",1,"0,00%","0,00%","3,93%",BBRC11,2019,,,,,,
Ag. Paes de Barros,"819,72 m2","Av. Paes de Barros, 2621, São Paulo-SP",1,"0,00%","0,00%","3,69%",BBRC11,2019,,,,,,
Ag. Pq. Boturussu,"775,41 m2","Av. São Miguel, 2328, São Paulo-SP",1,"0,00%","0,00%","3,47%",BBRC11,2019,,,,,,
Ag. Pedro Pinho,"953,20 m2","Av. Gal. Pedro Pinho, 641, Osasco-SP",1,"0,00%","0,00%","3,39%",BBRC11,2019,,,,,,
Ag. Estilo Vila Esperança,"583,13 m2","Av. Amador Bueno da Veiga, 1516, São Paulo-SP",1,"0,00%","0,00%","3,37%",BBRC11,2019,,,,,,
Ag. Estilo Av. Portugal,"657,94 m2","Av. Portugal, 519, Santo André-SP",1,"0,00%","0,00%","3,15%",BBRC11,2019,,,,,,
Ag. Demarchi,"691,63 m2","Av. Maria Servidei Demarchi, 1662, São Bernardo do Campo-SP",1,"0,00%","0,00%","2,73%",BBRC11,2019,,,,,,
Ag. Raposo,"879,88 m2","Av. Eng. Heitor Antônio Eiras Garcia, 3963, São Paulo-SP",1,"0,00%","0,00%","0,00%",BBRC11,2019,,,,,,
Ag. Estilo Joaquim Floriano,"683,97 m2","R. Joaquim Floriano, 666, São Paulo-SP",1,"0,00%","0,00%","8,55%",BBRC11,2018,,,,,,
Ag. Estilo Nova Faria Lima,"601,63 m2","Al. Gabriel Monteiro da Silva, 2032, São Paulo-SP",1,"0,00%","0,00%","8,47%",BBRC11,2018,,,,,,
Ag. Estilo Estados Unidos,"582,92 m2","R. Estados Unidos, 1931, São Paulo-SP",1,"0,00%","0,00%","8,47%",BBRC11,2018,,,,,,
Ag. Av. Santo Amaro,"1.185,27 m2","Av. Santo Amaro, 2163, São Paulo-SP",1,"0,00%","0,00%","7,90%",BBRC11,2018,,,,,,
Ag. Estilo Berrini,"787,53 m2","Av. Eng. Luis Carlos Berrini, 559, São Paulo-SP",1,"0,00%","0,00%","7,47%",BBRC11,2018,,,,,,
Ag. Estilo Brasil,"623,55 m2","Av. Brasil, 418, São Paulo-SP",1,"0,00%","0,00%","7,27%",BBRC11,2018,,,,,,
Ag. Estilo Indianópolis,"674,39 m2","Av. Indianópolis, 546, São Paulo-SP",1,"0,00%","0,00%","5,63%",BBRC11,2018,,,,,,
Ag. Estilo Santo Amaro,"592,74 m2","R. Marechal Deodoro, 440, São Paulo-SP",1,"0,00%","0,00%","5,50%",BBRC11,2018,,,,,,
Ag. Estilo Cambuí,"748,68 m2","R. Coronel Quirino, 644, Campinas-SP",1,"0,00%","0,00%","5,00%",BBRC11,2018,,,,,,
Ag. Av. Francisco Morato,"893,23 m2","Av. Prof. Francisco Morato, 2004, São Paulo-SP",1,"0,00%","0,00%","4,03%",BBRC11,2018,,,,,,
