Ticker,Title,Endereço,Bairro,Cidade,Área Bruta Locável
RZAT11,RZAT Dois Córregos,Rua Dois Córregos,Dois Córregos,Dois Córregos - SP,"5.016,30 m2"
RZAT11,RZAT Dois Córregos,Distrito,Dois Córregos,Dois Córregos - SP,"30.350,00 m2"
RZAT11,Galpao Industrial - Imperio,Rodovia Juscelino Kubitscheck De Oliveira – Br 364,,Rodovia Juscelino Kubitscheck De Oliveira – Br 364 - 207,"78.600,83 m2"
RZAT11,Fabrica - Goiania,Alameda Das Mansoes,,Alameda Das Mansoes - 060,"8.959,60 m2"
RZAT11,Imovel Andorinha - Sao Paulo,Rua Professor Luciano Prata,Santana,São Paulo - SP,"4.205,41 m2"
RZAT11,Galpao Voar - Gleba A,Avenida Perimetral Norte,Cândida de Morais,Goiânia - GO,"93.592,28 m2"
RZAT11,Imovel Andorinha - Campo Grande,Avenida Costa e Silva,Jardim Paulista,Campo Grande - MS,"10.541,98 m2"
RZAT11,Imovel Mirassol - Posto Monte Carlo,Avenida Santos Dumont,Aeroporto,Mirassol - SP,N/A m2
RZAT11,Galpao Caucaia - Stock Teck,Avenida Brasil,Parque das Nações,Caucaia - CE,"5.606,00 m2"
RZAT11,Total Ville Planaltina,Setor Estância Mestre d'Armas I,Planaltina,Planaltina - DF,"7.510,47 m2"
RZAT11,Galpao Industrial - Nova Odessa,Avenida Industrial,,Nova Odessa - SP,"10.029,42 m2"
RZAT11,Granol - Jatai,Alameda Agro-Industrial,Jataí,Jataí - GO,"39.855,00 m2"
RZTR11,FAZ. SÃO TOMAZ CACHOEIRINHA - GO,Zona rural de Rio Verde/GO,,,"7.750.000,00 m2"
RZTR11,FAZ. SÃO PAULO - GO,Zona rural de Rio Verde/GO,,,"7.278.200,00 m2"
RZTR11,FAZ. BONITO - GO,Zona rural de Serranópolis/GO,,,"16.472.800,00 m2"
RZTR11,FAZ. NOSSA SENHORA DA APARECIDA - MA,Zona rural de Sambaíba /MA,,,"14.939.127,00 m2"
RZTR11,FAZ. PARANATINGA 1 - MT,Zona rural de Sorriso/MT,,,"82.350.000,00 m2"
RZTR11,FAZ. SANTA CLARA - PI,Zona rural de Bom Jesus/PI,,,"122.720.000,00 m2"
RZTR11,FAZ. RIO BONITO - MT,Zona rural de Canarana/MT,,,"49.029.791,00 m2"
RZTR11,FAZ. PONTE DE PEDRAS - GO,Zona rural de Serranópolis/GO,,,"6.568.300,00 m2"
RZTR11,FAZ. SÃO FRANCISCO - MA,Zona rural de Buriticupu/MA,,,"15.270.000,00 m2"
RZTR11,FAZ. CRISTALINA - MT,Zona rural de Campo Verde/MT,,,"13.630.000,00 m2"
RZTR11,FAZ. VALE DO RIO CELESTE - MT,Zona rural de Nova Ubiratã/MT,,,"20.840.000,00 m2"
RZTR11,FAZ. STO ANTÔNIO DO OURO - BA,Zona rural de Formosa do Rio Preto/BA,,,"72.230.000,00 m2"
RZTR11,"FAZ. SÃO MARTINHO 1, 2, 3 e 4 - MT",Zona rural de Sorriso/MT,,,"33.740.000,00 m2"
RZTR11,FAZ. BURITI - MT,Zona rural de São Jose do Xingú/MT,,,"33.540.000,00 m2"
RZTR11,FAZ. PORANGA II - MT,Zona rural de Sorriso/MT,,,"25.220.000,00 m2"
RZTR11,FAZ MONTE CRISTO - TO,Zona rural de Wanderlândia/TO,,Wanderlândia - TO,"28.345.300,00 m2"
SAAG11,URB-RIO - CENTRO,Rua da Quitanda,Centro,Rio de Janeiro - RJ,"1.928,09 m2"
SAAG11,BELO HORIZONTE,Avenida João Pinheiro,Lourdes,Belo Horizonte - MG,"4.192,00 m2"
SAAG11,SÃO MATEUS,Avenida Mateo Bei,São Mateus,São Paulo - SP,"2.050,00 m2"
SAAG11,LIBERDADE,Avenida Liberdade,Jardim Nova Santa Paula,São Carlos - SP,"5.001,70 m2"
SAAG11,MONSENHOR CELSO,Rua Marechal Deodoro,Centro,Curitiba - PR,"2.182,85 m2"
SAAG11,JUIZ DE FORA,Avenida Barão do Rio Branco,Centro,Juiz de Fora - MG,"2.918,00 m2"
SAAG11,SÃO GONÇALO - CENT,Rua Dr. Feliciado Sodré,,Rua Dr. Feliciado Sodré - RJ,"951,00 m2"
SAAG11,RIBEIRAO PRETO,Avenida Paulista,Vila Mariana,São Paulo - SP,"1.010,00 m2"
SAAG11,SANTO ANDRÉ,Rua Coronel Alfredo Fláquer,Centro,Santo André - SP,"6.242,43 m2"
SAAG11,RIO-CANDELÁIA,Rua Buenos Aires,Centro,Rio de Janeiro - RJ,"1.040,00 m2"
SAAG11,AVENIDAS,Avenida Paulista,Bela Vista,São Paulo - SP,"2.867,24 m2"
SAAG11,DUQUE DE CAXIAS,Avenida Duque de Caxias,Batatais,Batatais - SP,"2.107,31 m2"
SAAG11,OUVIDOR,Avenida Rio Branco,República,São Paulo - SP,"1.240,00 m2"
SAAG11,VOLTA REDONDA-CEN,Rua 12,,Rua 12 - RJ,"2.920,00 m2"
SAAG11,CONS. RODR. ALVES,Av. Cons. Rodrigues Alves,,Av. Cons. Rodrigues Alves - SP,"1.093,00 m2"
SAAG11,S BERNARDO DO CAMPO,Rua Marechal Deodoro,,,"1.615,46 m2"
SAAG11,PORTO ALEGRE - 7 SET,Rua 7 de Setembro,,Rua 7 de Setembro - RS,"2.106,79 m2"
SAAG11,RECIFE - R. DO IMPE,Rua Imp. Dom Pedro II,,Rua Imp. Dom Pedro II - PE,"2.356,94 m2"
SAAG11,FORTALEZA,Rua Pedro I,Centro,Fortaleza - CE,"2.551,00 m2"
SAAG11,JUNDIAÍ,Rua Barão de Teffé,Retiro,Jundiaí - SP,"6.438,52 m2"
SAAG11,SANTOS,Praça Visconde de Mauá,Centro,Santos - SP,"4.505,00 m2"
SAAG11,BERRINI,Avenida Engenheiro Luís Carlos Berrini,Itaim Bibi,São Paulo - SP,"1.873,73 m2"
SAAG11,RIO - PÇA PIO X,Praça Pio X,Centro,Rio de Janeiro - RJ,"1.964,00 m2"
SAAG11,NOVA PAULISTA 726,Avenida Paulista,Bela Vista,São Paulo - SP,"693,32 m2"
SAAG11,SÃO GONÇALO - ALC,Rua João de Almeida,,Rua João de Almeida - RJ,"1.089,68 m2"
SAAG11,FORTALEZA-CEN,Rua Floriano Peixoto,Centro,Fortaleza - CE,"2.220,00 m2"
SAAG11,URB-SP - MONÇÕES,Avenida Santo Amaro,Itaim Bibi,São Paulo - SP,"882,00 m2"
SAAG11,BH - TIRADENTES,Praça Tiradentes,,Praça Tiradentes - MG,"2.156,00 m2"
SAIC11B,Praça Capital - Bloco 02,SIA Trecho 01 – Lotes 630,,SIA Trecho 01 – Lotes 630 - DF,"11.179,13 m2"
SALI11,SERRA NEGRA,Cidade de Patrocínio - MG,Patrocínio de Caratinga,Caratinga - MG,"2.915.340,00 m2"
SALI11,SALITRE,Cidade de Serra do Salitre - MG,,Serra do Salitre - MG,"2.131.118,90 m2"
SARE11,Galpão Logístico Utinga,Avenida João Pessoa,,Avenida João Pessoa - 650,"38.025,68 m2"
SARE11,Galpão Logístico Barueri - SP,Avenida Tucunaré,,Avenida Tucunaré - SP,"18.884,00 m2"
SARE11,COND. WORK BELA CINTRA,Rua Bela Cintra,,Rua Bela Cintra - SP,"4.656,85 m2"
SBCL11,25% Imóvel - FABRICA DA FORD MOTORS DO BRASIL,Avenida do Taboão,Taboão,São Bernardo do Campo - SP,N/A m2
SCPF11,Shopping Center Piedade,Rua Junqueira Ayres,,Rua Junqueira Ayres - BA,"4.750,23 m2"
SDIL11,Multimodal D Caxias - Pátio,Avenida Ol 03,,Avenida Ol 03 - RJ,"52.040,27 m2"
SDIL11,One Park,Rodovia Índio Tibiriçá,,Rodovia Índio Tibiriçá - SP,"81.800,00 m2"
SDIL11,Galpão Contagem,BR 040,,BR 040 - MG,"121.749,00 m2"
SDIL11,Galpão Guarulhos,Rua Prof. João Cavalheiro Salem,,1.289 Bonsucesso - SP,"19.680,00 m2"
SDIL11,Multimodal D Caxias,Avenida Ol 03,,Avenida Ol 03 - RJ,"44.131,00 m2"
SEQR11,LOJA HABITAR,Rua Nova York,Itaim Bibi,São Paulo - SP,"3.494,47 m2"
SEQR11,SANT ANTONIO S,Rua Capitão José Machado da Silva,Menino Deus,Santo Antônio da Patrulha - RS,"11.818,00 m2"
SEQR11,MADUREIRA,Rua Ewbanck da Câmara,Madureira,Rio de Janeiro - RJ,"12.201,00 m2"
SEQR11,POLO JANDIRA,Rua José Bonifácio,Vila Ouro Verde,Jandira - SP,"10.329,00 m2"
SFND11,Muniz Barreto,Rua Muniz Barreto,Botafogo,Rio de Janeiro - RJ,"1.146,77 m2"
SHDP11B,"SHOPPING PARQUE DOM PEDRO II - 74,47%",Avenida Guilherme Campos,Barão Geraldo,Campinas - SP,"127.321,00 m2"
SHOP11,Gravatai Shopping Center,Avenida Centenário,Passo das Pedras,Gravataí - RS,"22.339,37 m2"
SHPH11,Shopping Center,Rua Doutor Veiga Filho,Santa Cecília,São Paulo - SP,"33.908,94 m2"
SNLG11,Magna (Vinhedo - SP),Rodovia Miguel Melhado Campos,Vinhedo,Vinhedo - SP,"10.439,00 m2"
SNLG11,Cerrati (Vinhedo - SP),Rodovia Miguel Melhado Campos,Vinhedo,Vinhedo - SP,"13.851,00 m2"
SOLR11,Itaquera,Avenida Jean Khoury Farah,Itaquera,São Paulo - SP,"8.051,55 m2"
SPGM11,SPGM Itapetininga,Rua Gabriel Zaidan,Vila Monteiro,Itapetininga - SP,"1.032,00 m2"
SPTW11,Edificio Comercial Badaró,Rua Líbero Badaró,,Rua Líbero Badaró - SP,"13.437,27 m2"
SPVJ11,SPVJ Rondonópolis,Avenida Bandeirantes,Centro - A,Rondonópolis - MT,"4.873,80 m2"
SPVJ11,MINEIRÃO R.B,Rodovia BR-364,Floresta Sul,Rio Branco - AC,"7.710,00 m2"
SPVJ11,MINEIRÃO S.L,Avenida Jerônimo de Albuquerque,Novo Angelim,São Luís - MA,"8.767,00 m2"
SPVJ11,IM.ARAPIRACA,Rodovia AL 101,,Arapiraca - AL,"30.984,85 m2"
SPVJ11,IM. PETROPOL,Estrada União e Indústria,Cascatinha,Petrópolis - RJ,"45.579,90 m2"
SPVJ11,IM. CURITIBA,Avenida Juscelino Kubitschek de Oliveira,Cidade Industrial de Curitiba,Curitiba - PR,"33.044,95 m2"
SPVJ11,IM. TAUBATE,Avenida Dom Pedro I,Itaim,Taubaté - SP,"28.130,00 m2"
SPVJ11,IM. IGUATU,Avenida Carlos Roberto Costa,Esplanada II,Iguatu - CE,"21.781,85 m2"
SPVJ11,MINEIRÃO P.V,BR-364,Eldorado,Porto Velho - RO,"7.868,00 m2"
SPVJ11,IM. CAMAÇARI,Avenida Jorge Amado,Ponto Certo,Camaçari - BA,"38.535,43 m2"
SPVJ11,IM. PALMAS,Av. Joaquim Teotônio Segurado,,Palmas - TO,"40.007,58 m2"
SPVJ11,IM.GUANAMBI,Rua Lagoa dos Quincas,Guanambi,Guanambi - BA,"41.853,06 m2"
SPVJ11,IM. CASTANHA,Sem informação,,,"30.000,00 m2"
SPVJ11,SPVJ Colombo,Av. Colombo,,Colombo - PR,"43.655,34 m2"
STRX11,Power Shopping Centerminas,Avenida Pastor Anselmo Silvestre,,Avenida Pastor Anselmo Silvestre - MG,"64.865,17 m2"
STRX11,Global Tower,R. Queluzita,,R. Queluzita - MG,"926,63 m2"
TBOF11,Tower Bridge Corporate,Avenida Jornalista Roberto Marinho,Cidade Monções,São Paulo - SP,"56.447,68 m2"
TEPP11,Ed. Passarelli,Rua Paes Leme,,Rua Paes Leme - SP,"6.960,00 m2"
TEPP11,Ed. Torre Sul,Rua James Joule,,Rua James Joule - SP,"10.290,00 m2"
TEPP11,Edifício Fujitsu,Rua Treze de Maio,,Rua Treze de Maio - SP,"4.107,47 m2"
TEPP11,Salas Comerciais – FL 1355,Avenida Brigadeiro Faria Lima,Pinheiros,São Paulo - SP,"4.757,40 m2"
TEPP11,Edifício GPA,Avenida Brigadeiro Luís Antônio,Jardim Paulista,São Paulo - SP,"11.224,79 m2"
TGAR11,TGAR Andradina,Residencial Nova Canaã,Residencial Nova Canaã,Andradina - SP,"11.440,00 m2"
TGAR11,TGAR Francisco Morato,Avenida Portal do Lago,,Francisco Morato - SP,"7.682,00 m2"
TGAR11,SOLANGE,Rodovia dos Romeiros,,Trindade - GO,"212.186,00 m2"
TGAR11,GRAVELO  CENTER,Avenida T-9 Quadra 85,Bueno,Goiânia - GO,"2.913,00 m2"
TGAR11,SOLANGE,Rodovia dos Romeiros,,Trindade - GO,"214.251,93 m2"
TGAR11,NOVA CANAA,Avenida Marginal Norte,Trindade,Trindade - GO,"11.416,00 m2"
TGAR11,MARIA MADALENA,GO-060,,Turvânia - GO,"30.095,00 m2"
TGAR11,PORTAL DO LAGO,Rua Lago do Sol,Loteamento Vila Cruzeiro I,Catalão - GO,"7.682,00 m2"
TGAR11,TGAR Campinas,Rua Santa Maria Madalena Postel,Jardim Yeda,Campinas - SP,"30.000,00 m2"
THRA11,Ed. Thera Corporate,Avenida Engenheiro Luís Carlos Berrini,Itaim Bibi,São Paulo - SP,"10.586,16 m2"
TJKB11,Edifício Lafayette,Rua Tabapuã,,Rua Tabapuã - 500,"151,20 m2"
TJKB11,Marselhesa,Rua Marselhesa,,Rua Marselhesa - SP,"4.509,00 m2"
TJKB11,Avenida Brasil,Avenida Brasil,,Avenida Brasil - SP,"1.200,00 m2"
TJKB11,Morumbi,"Rua Pasquale Gallupi,7",,"Rua Pasquale Gallupi,7 - SP","5.573,00 m2"
TJKB11,Tatuapé,Rua Vilela,,Rua Vilela - SP,"6.356,00 m2"
TJKB11,Ana Rosa,Avenida Conselheiro Rodrigues Alves,,Avenida Conselheiro Rodrigues Alves - SP,"1.395,00 m2"
TJKB11,Borba Gato,Avenida Adolfo Pinheiro,,Avenida Adolfo Pinheiro - SP,"5.919,00 m2"
TORD11,Condomínio Orquídea - Villa Jardim Torquato,Rua Mutum-do-Norte,Tarumã-Açu,Manaus - AM,"49,60 m2"
TRBL11,Galpão Contagem,BR-040,,Contagem - MG,"121.749,00 m2"
TRBL11,Galpão Guarulhos,Rua Professor João Cavaleiro Salem,Bonsucesso,Guarulhos - SP,"19.680,00 m2"
TRBL11,One Park,Rodovia Índio Tibiriçá,,Ribeirão Pires - SP,"81.800,00 m2"
TRBL11,Galpão Feira de Santana,BR-324,,Feira de Santana - BA,"11.295,25 m2"
TRBL11,Galpão Guarulhos 2,Rua Dona Catharina Maria de Jesus,Bonsucesso,Guarulhos - SP,"20.247,59 m2"
TRNT11,Torre Norte - Centro Empresarial Nacoes Unidas - CENU,Avenida das Nações Unidas,Itaim Bibi,São Paulo - SP,"61.854,00 m2"
TRXB11,ASSAÍ - DOURADOS,Rua Coronel Ponciano de Azevedo Furtado,Parque dos Jequitibás,Dourados - MS,"39.173,05 m2"
TRXB11,EXTRA - TERESINHA,Avenida Presidente Kennedy,São Cristóvão,Teresina - PI,"30.000,00 m2"
TRXB11,PÃO DE AÇUCAR - GOIANIA,Avenida T-63,Bueno,Goiânia - GO,"5.625,00 m2"
TRXB11,ASSAÍ - GOIANIA  JD. EUROPA,Avenida Milão,,Avenida Milão - Goiânia/GO,"15.782,00 m2"
TRXB11,EXTRA ARARUAMA,Rua México,Centro,Araruama - RJ,"4.826,36 m2"
TRXB11,EXTRA -  RECIFE,Rua Benfica,Madalena,Recife - PE,"30.542,00 m2"
TRXB11,ASSAÍ - JEQUIÉ,Avenida São Judas Tadeu,Jequié,Jequié - BA,"22.700,00 m2"
TRXB11,EXTRA RIO DAS OSTRAS,Rodovia Amaral Peixoto,Jardim Campomar,Rio das Ostras - RJ,"9.600,00 m2"
TRXB11,ASSAÍ - PAULO AFONSO,Avenida do Aeroporto,,Paulo Afonso - BA,"24.377,00 m2"
TRXB11,ASSAÍ - GOIANIA PQ. AMAZONIA,Avenida Padre Orlando de Morais,Parque Amazônia,Goiânia - GO,"42.028,08 m2"
TRXB11,ASSAÍ - GOIANIA INDEPENDENCIA,Avenida Independência,Central,Goiânia - GO,"21.647,00 m2"
TRXB11,ASSAÍ - CAMPINA GRANDE,Avenida Assis Chateaubriand,Liberdade,Campina Grande - PB,"34.833,00 m2"
TRXB11,ASSAÍ - BAURU,Avenida Nações Unidas,Centro,Bauru - SP,"34.175,00 m2"
TRXB11,PÃO DE AÇUCAR - ARACAJU,Rua José Seabra Batista,Jardins,Aracaju - SE,"5.706,24 m2"
TRXB11,ASSAÍ - SANTO ANDRÉ,Avenida Capitão Mário Toledo de Camargo,Vila Luzita,Santo André - SP,"9.823,53 m2"
TRXF11,TRXF Rodovia Federal BR 222 - Tabapuá - Caucáia/CE,Rodovia Federal BR 222 - Tabapuá - Caucáia/CE,,Rodovia Federal BR 222 - Tabapuá - Caucáia/CE - Tabapuá,"90.000,00 m2"
TRXF11,Assaí Araçatuba,Av. Waldemar Alves,,Av. Waldemar Alves - SP,"12.000,96 m2"
TRXF11,Assaí  Piracicaba,Avenida Regente Feijó,,Avenida Regente Feijó - nº 823,"10.174,00 m2"
TRXF11,Pão De Açúcar  Sto And,Rua das Figueiras,,Rua das Figueiras - Operário,"2.450,00 m2"
TRXF11,Assaí Porto Velho,Av. Gov. Jorge Teixeira,,Av. Gov. Jorge Teixeira - RO,"14.959,65 m2"
TRXF11,DRS_JUAZEIRO - GRUPO MATEUS,Av. Epitacio Pessoa,,Av. Epitacio Pessoa - BA,"16.794,82 m2"
TRXF11,Big Jaboatão,Av. Barreto de Menezes,,Av. Barreto de Menezes - PE,"15.130,54 m2"
TRXF11,Assaí Ipatinga,Avenida José Júlio da Costa,,Avenida José Júlio da Costa - MG,"15.671,75 m2"
TRXF11,Assaí  Campinas,Avenida Senador Saraiva,,Avenida Senador Saraiva - 835,"6.552,00 m2"
TRXF11,DRS_PETROLINA - GRUPO MATEUS,Av. Dr. Ulisses Guimarães,,Av. Dr. Ulisses Guimarães - PE,"19.828,85 m2"
TRXF11,Pão De Açúcar  Df,Praça Tuím – Lote 02 – Quadra 206,,Praça Tuím – Lote 02 – Quadra 206 - Lote 02,"5.450,00 m2"
TRXF11,Assaí  Paulínia,Avenida José Paulino,,Avenida José Paulino - nº 2.600,"11.475,00 m2"
TRXF11,Extra  Sbc,Avenida Maria Servidei Demarchi,,Avenida Maria Servidei Demarchi - Demarchi,"6.144,00 m2"
TRXF11,Pão De Açúcar  Sant. P,Avenida Marte,,Avenida Marte - Alphaville,"6.597,00 m2"
TRXF11,Assaí Cidade Alta,Rua Aricambú,,Rua Aricambú - RJ,"14.038,18 m2"
TRXF11,Pão De Açúcar  Sjrp,Avenida Miguel Dahma,,Avenida Miguel Dahma - 1.805,"5.736,00 m2"
TRXF11,Assaí Macaé,Av. Waldemar Alves,,Av. Waldemar Alves - SP,"14.714,03 m2"
TRXF11,Pão De Açúcar  Scs,Rua Maranhão,Santa Paula,São Caetano do Sul - SP,"7.530,00 m2"
TRXF11,Pão De Açúcar  Campina,Av. Antônio Carlos C de Barros,Sousas,Campinas - SP,"8.628,00 m2"
TRXF11,Pão De Açúcar  Valinhos,Rua Alonso Lino de Barros,Jardim Europa,Itapeva - SP,"3.760,00 m2"
TRXF11,Extra  Peruíbe,Avenida Padre José de Anchieta,Vila Melhado,Araraquara - SP,"6.198,00 m2"
TRXF11,Pão De Açúcar  Rib.,Avenida João Paulo II,Jardim Casa Branca,Embu das Artes - SP,"3.296,00 m2"
TRXF11,Pão De Açúcar  Rib. Preto,Avenida João Paulo II,Jardim Casa Branca,Embu das Artes - SP,"3.296,00 m2"
TRXF11,Extra  Praia Grande,Avenida Guadalajara,Jardim Glória,Bento Gonçalves - RS,"5.436,00 m2"
TRXF11,DRS_BELEM - GRUPO MATEUS,Estrada do Bengui,Parque Verde,Belém - PA,"30.661,99 m2"
TRXF11,OBRAMAX_SUZANO,Rua Doutor Prudente de Moraes,Suzano,Suzano - SP,"33.000,00 m2"
TRXF11,OBRAMAX _PIRACICABA,Rodovia do Açúcar,Santa Rita,Piracicaba - SP,"16.675,00 m2"
TRXF11,Pão De Açúcar  Sp,Rua Carneiro da Cunha,Saúde,São Paulo - SP,"3.872,00 m2"
TRXF11,Pão De Açúcar  SP,Avenida Doutor Altino Arantes,Vila Clementino,São Paulo - SP,"3.469,00 m2"
TRXF11,CARREFOUR JABAQUARA,Avenida Engenheiro George Corbisier,Jabaquara,São Paulo - SP,"9.768,00 m2"
TRXF11,LEROY MERLIN SALVADOR,Alameda Horto Bela Vista,Pernambués,Salvador - BA,"26.143,14 m2"
TSER11,TORRE V - ED. ARAUCARIA,Alameda Araguaia,,Alameda Araguaia - Alphaville,"92.075,80 m2"
TSNC11,Sede Administrativa Fleury - Jabaquara,Avenida General Valdomiro de Lima,Jabaquara,São Paulo - SP,"9.862,00 m2"
TVRI11,AG. PC.RUI BARBOSA-BAURU,Praça Rui Barbosa,,Praça Rui Barbosa - SP,"4.085,67 m2"
TVRI11,AG. CASA VERDE,Rua Baroré,Casa Verde,São Paulo - SP,"2.268,37 m2"
TVRI11,AG. JUIZ DE FORA,Rua Halfeld,,Juiz de Fora - MG,"6.587,20 m2"
TVRI11,AG. SANTANA,Rua Voluntários da Pátria,,,"2.061,96 m2"
TVRI11,AG. GENERAL VALADAO,Rua General Valadão,Centro,Itabaiana - SE,"6.077,92 m2"
TVRI11,AG. BONFIM,Avenida Governador Pedro de Toledo,Centro,Campinas - SP,"8.170,67 m2"
TVRI11,AG. CAMPOS GOYTACAZES,Praça das 4 Jornadas,,,"7.322,74 m2"
TVRI11,AG. CENTRO - SOROCABA(SP),Rua XV de Novembro,,,"6.614,50 m2"
TVRI11,AG. RIBEIRAO PRETO SP,Rua Duque de Caxias,,,"3.642,79 m2"
TVRI11,AG PASSO FUNDO,Rua Bento Gonçalves,Rio Grande,Rio Grande - RS,"4.526,26 m2"
TVRI11,AG. ZONA SUL,Avenida Nossa Senhora de Copacabana,,Rio de Janeiro - RJ,"2.062,03 m2"
TVRI11,Agência Manaus,Rua Guilherme Moreira,Fátima,Fortaleza - CE,"9.269,63 m2"
TVRI11,AG. PCA XV NOVEMBRO/BESC,Praça XV de Novembro,,,"3.663,99 m2"
TVRI11,AG. ALDEOTA,Av.Santos Dumont,,,"5.476,78 m2"
TVRI11,AG. AFONSO PENA,Av. Afonso Pena,,,"8.103,28 m2"
TVRI11,AG CAXIAS SUL,Rua Marquês do Herval,Centro,Caxias do Sul - RS,"5.778,75 m2"
TVRI11,AG. CARIJOS,Rua Espírito Santo,,Vila Nova de Famalicão - MG,"5.407,00 m2"
TVRI11,AG. CAMPINAS,Rua da Costa,,Aguiar da Beira - SP,"5.981,84 m2"
TVRI11,SUPER VAR E GOV MT,Rua Felinto Muller,,2104/Pres.Jose Linhares - MT,"3.347,98 m2"
TVRI11,AG. TIJUCA,Rua Conde de Bonfim,Tijuca,Rio de Janeiro - RJ,"1.291,87 m2"
TVRI11,AG LEBLON,Avenida Bartolomeu Mitre,,Rio de Janeiro - RJ,"1.373,42 m2"
TVRI11,AG. PONTA GROSSA,Rua Augusto Ribas,Centro,Ponta Grossa - PR,"7.562,77 m2"
TVRI11,AG. TAMOIOS BH,"Rua Tamoios,731/Rua Guarani",,"Rua Tamoios,731/Rua Guarani - MG","14.829,70 m2"
TVRI11,AG. CINELANDIA,Avenida Treze de Maio,Centro,Rio de Janeiro - RJ,"1.834,12 m2"
TVRI11,AG. FREGUESIA DO O,Avenida Santa Marina,Barra Funda,São Paulo - SP,"2.259,00 m2"
TVRI11,CSL SAO PAULO,Rua Líbero Badaró,Centro,São Paulo - SP,"29.550,10 m2"
TVRI11,AG. ANA ROSA,Rua Domingos de Moraes,,Presidente Prudente - SP,"1.688,50 m2"
TVRI11,CSL BELO HORIZONTE,Rua da Bahia,,Belo Horizonte - MG,"14.176,09 m2"
TVRI11,AG. PINHEIROS,Rua dos Pinheiros,Pinheiros,São Paulo - SP,"2.375,04 m2"
TVRI11,AG. MARINGA,AV.Duque de Caxias,,,"7.623,36 m2"
TVRI11,AG. FLORIANOPOLIS,Praça XV de Novembro,,,"6.788,73 m2"
TVRI11,AG. IPIRANGA-SP,Rua Bom Pastor,Ipiranga,São Paulo - SP,"7.007,05 m2"
TVRI11,AG. TOLEDO,Rua 7 de Setembro,,,"4.696,00 m2"
TVRI11,AG. SANTO AMARO PAULISTA,"Rua Paulo Eiro,471/Praça Floriano Peixoto",Santo Amaro,São Paulo - SP,"4.879,82 m2"
TVRI11,AG. ARACATUBA,Praça Rui Barbosa,,,"6.070,59 m2"
TVRI11,AG. BROOKLIN PAULISTA,Rua Joaquim Nabuco,,,"1.843,34 m2"
TVRI11,SUPER VAR E GOV RS,Rua Honório Silveira Dias,São João,Porto Alegre - RS,"4.280,00 m2"
TVRI11,AG. BAIRRO BOM RETIRO,Rua Júlio Conceição,Encruzilhada,Santos - SP,"2.962,72 m2"
TVRI11,AG. MOEMA,Alameda dos Jurupis,Moema,São Paulo - SP,"2.353,66 m2"
TVRI11,ED. SEDE III,Sres Quadra 7 Bloco E,Cruzeiro,Cruzeiro - DF,"46.054,40 m2"
TVRI11,AG. JACAREPAGUA,Avenida Geremário Dantas,,Rio de Janeiro - RJ,"1.300,96 m2"
TVRI11,CSL CURITIBA,"Pr.Tiradentes,410/Al.Dr. Muricy,760/Rua Candido Lop",,,"14.619,73 m2"
TVRI11,AG. PENHA FRANCA,Avenida Penha de França,Penha,São Paulo - SP,"2.312,10 m2"
TVRI11,AG. NITEROI (RJ),Avenida Ernani do Amaral Peixoto,Centro,Niterói - RJ,"4.431,34 m2"
TVRI11,CSL BRASILIA,Avenida Goiás,Jataí,Jataí - GO,"11.133,35 m2"
TVRI11,AG. SAO JOSE DOS CAMPOS,Rua Nelson d'Avila,Eugênio de Melo,São José dos Campos - SP,"6.501,15 m2"
TVRI11,AG. VILA CARRAO (SP),Avenida Conselheiro Carrão,Carrão,São Paulo - SP,"2.538,15 m2"
TVRI11,PSO PIRACICABA,Praça José Bonifácio,,,"5.122,37 m2"
TVRI11,AG. BRAS,Avenida Rangel Pestana,Sé,São Paulo - SP,"4.247,00 m2"
TVRI11,AG.BELEM-CENTRO(PA),Av. Pres. Vargas,,,"10.514,51 m2"
TVRI11,SAO CAETANO DO SUL,Praça Cardeal Arcoverde,Centro,São Caetano do Sul - SP,"3.733,00 m2"
TVRI11,AG. PRACA DA ARVORE,Avenida Jabaquara,Saúde,São Paulo - SP,"2.312,10 m2"
TVRI11,AG. PARAISO,Avenida Bernardino de Campos,,São Paulo - SP,"1.447,47 m2"
TVRI11,AG. ASA NORTE 504,SEPN 504 Bloco F,Asa Norte,Brasília - DF,"4.593,67 m2"
TVRI11,AG. SAO JOSE RIO PRETO SP,Rua Voluntários de São Paulo,Centro,São José do Rio Preto - SP,"3.042,94 m2"
TVRI11,AG. NOSSA SENHORA LAPA,Rua Nossa Senhora da Lapa,Lapa,São Paulo - SP,"3.878,31 m2"
TVRI11,AG.BELO HORIZONTE,Rua Rio de Janeiro,,,"18.909,00 m2"
TVRI11,AG. CAMPOS ELISEOS,Avenida Rio Branco,,São Paulo - SP,"5.991,07 m2"
TVRI11,AG. DUQUE DE CAXIAS,Av. Pres. Kennedy,,,"3.535,61 m2"
TVRI11,AG. CATEDRAL-SOROCABA,Rua XV de Novembro,,,"2.089,12 m2"
TVRI11,AG. UBERLANDIA,Avenida Afonso Pena,Centro,Uberlândia - MG,"6.241,00 m2"
TVRI11,AG. CONJUNTO NACIONAL,SDN CONJ A LOJA C-03 2 PAVIMENTO,,SDN CONJ A LOJA C-03 2 PAVIMENTO - DF,"1.207,40 m2"
VERE11,Condomínio de Galpões Sindi - IMO GALPÕES,Av. Wilson Tavares Ribeiro,,Av. Wilson Tavares Ribeiro - MG,"61.912,70 m2"
